,rel_type,child_part_num,parent_part_num
0,P,3626cpr3662,3626c
1,P,87079pr9974,87079
2,P,3960pr9971,3960
3,R,98653pr0003,98086pr0003
4,R,98653pr0003,98088pat0003
5,R,98653pr0003,98089pat0003
6,R,98653pr0003,98087
7,R,43750pr0001,43746pr0001
8,R,43750pr0001,43936pr0001
9,M,3192a,3192
10,A,50990b,50990a
11,P,21019c00pat012pr0001,21019c00pat012
12,P,27382pr0005,27382
13,P,3298pr0033,3298
14,R,4109154pr0002,4109154pr0001
15,P,19729pr0030,19729
16,P,3070bpr0036,3070b
17,P,6180pr0011,6180
18,P,36036pr9996,36036
19,P,76371pr0109,76371
20,B,43464,6282
21,P,3626cpr1951,3626c
22,P,3626cpr9970,3626c
23,P,76371pr0112,76371
24,P,3069bpr0235,3069b
25,P,3626cpr1162,3626c
26,P,3626cpr3305,3626c
27,P,3010pr0037,3010
28,P,3626cpr2695,3626c
29,P,3010pr0038,3010
30,P,3626cpr2705,3626c
31,P,2586pr0025,2586
32,P,3626cpr2617,3626c
33,P,3626cpr1952,3626c
34,P,87079pr9996,87079
35,R,19215,56145
36,P,3626cpr9829,3626c
37,P,970c00pr1352,970c00
38,P,3626cpr3306,3626c
39,A,3933a,3933
40,P,3678bpr0046,3678b
41,P,32086pr0001,32086
42,P,60581pr9998,60581
43,M,92950,3455
44,P,14732pr0003,14732
45,P,3626cpr9968,3626c
46,A,11954,62531
47,A,973c37h01pr9999,973c37h01pr1947
48,P,76371pr0104,76371
49,P,3005pr9882,3005
50,P,31110pr0019,31110
51,R,2648,2649
52,P,3626cpr9976,3626c
53,B,54129,upn0366
54,B,upn0364pr0001,upn0366
55,P,3004pr0004,3004
56,P,3069bpr0015,3069b
57,P,3678bpr0061,3678b
58,P,3069bpr0220,3069b
59,A,scafig0013pr0002,scafig0013pr0001
60,P,3005pr9881,3005
61,P,27382pr0002,27382
62,P,2302pr0009,2302
63,P,3623pr0019,3623
64,P,3622pr0029,3622
65,P,4066pr0129,4066
66,P,4740pr0001,4740
67,P,31110pr0110,31110
68,P,21271pr0001,21271
69,P,11344pr0009,11344
70,P,98223pr0022,98223
71,P,3011pr1012,3011
72,P,4198pr0005,4198
73,P,3005pr9880,3005
74,M,3626cpr0816,3626bpr0816
75,P,3005pr9879,3005
76,P,4198pr0012,4198
77,P,3005pr9878,3005
78,P,31110pr0115,31110
79,P,3011pr9999,3011
80,P,3005pr9877,3005
81,P,30183pr0001,30183
82,P,6180pr0012,6180
83,M,60607,2529
84,P,31213pr0005,31213
85,P,3010pr9969,3010
86,P,41970pr0001,41970
87,P,3626cpr1682,3626c
88,P,3004pr0039,3004
89,P,970c00pr0277,970c00
90,T,15678pat0002,15678
91,P,2431pr0129,2431
92,P,11477pr0006,11477
93,P,4066pr0011,4066
94,P,98345pr0001,98345
95,P,4066pr0012,4066
96,P,35787pr0001,35787
97,A,2318c01,2318c02
98,P,31110pr0013,31110
99,P,3005pr0018,3005
100,R,3982,2312c03
101,P,3069bpr0242,3069b
102,P,4066pr0014,4066
103,M,18759,2341
104,P,3005pr9876,3005
105,P,85983pr0002,85983
106,P,3678bpr0036,3678b
107,B,4071,4071c03
108,A,53406,75542
109,P,92198pr0017,92198
110,T,57551pat0001,57551
111,T,53549pat0001,53549
112,T,53549pat0002,53549
113,T,53983pat0001,53983
114,P,3004pr0035,3004
115,P,3003pr0004,3003
116,M,54672,30540
117,P,970c00pr1581,970c00
118,P,970c00pr9984,970c00
119,P,76371pr0105,76371
120,P,3678bpr0064,3678b
121,P,3678bpr0056,3678b
122,P,18990pr0001,18990
123,R,2648,3464
124,B,54128,upn0366
125,A,2913c02,2913c01
126,P,3626cpr1314,3626c
127,P,3626cpr1290,3626c
128,B,30460,4465c01
129,P,3626cpr1289,3626c
130,B,30462,4465c01
131,P,3626cpr1291,3626c
132,B,4071,4071c02
133,P,3068bpr9882,3068b
134,P,6180pr0019,6180
135,P,3626cpr1191,3626c
136,M,3626bpr1542,3626cpr1542
137,P,3005pr9875,3005
138,M,3193a,3193
139,P,3660pr0004,3660
140,P,3846pr0012,3846
141,P,4162pr0055,4162
142,P,3626cpr1208,3626c
143,A,30599,30598
144,P,24093pr0012,24093
145,P,3626cpr2450,3626c
146,P,3626cpr2468,3626c
147,P,3245cpr0142,3245c
148,P,973c27h01pr5192,973c27h01
149,P,98138pr0207,98138
150,P,3005pr9873,3005
151,P,22385pr1003,22385
152,P,32474pr1015,32474
153,P,26603pr0012,26603
154,P,3626cpr2519,3626c
155,P,970c00pr1474,970c00
156,P,3626cpr1194,3626c
157,P,3626cpr2520,3626c
158,B,98138pr0207,73095
159,P,3069bpr0257,3069b
160,P,973c12h12pr4138,973c12h12
161,P,3626cpr2490,3626c
162,P,3678bpr0076,3678b
163,P,970c00pr0502,970c00
164,P,973c14h12pr5188,973c14h12
165,P,970c00pr1456,970c00
166,P,50955pr0001,50955
167,P,970c00pr1447,970c00
168,P,3626cpr2526,3626c
169,M,60608,3854
170,P,3626cpr2527,3626c
171,P,970c00pr1479,970c00
172,P,3068bpr9880,3068b
173,P,3068bpr9982,3068b
174,M,3626bpr0839,3626cpr0839
175,M,87082,44874
176,M,67687,4600
177,M,6628b,6628
178,P,6180pr0020,6180
179,P,31111pr0004,31111
180,P,50747pr0015,50747
181,P,14769pr1093,14769
182,A,dupfig0002pr0001,dupfig0002pr0004
183,P,41751pr0001,41751
184,P,92198pr0153,92198
185,R,6539,35185
186,P,3068bpr9879,3068b
187,P,98345pr0002,98345
188,R,73313,73312
189,P,3626cpr2472,3626c
190,R,26021,24869
191,R,3359,3358
192,P,93589pr0003,93589
193,P,3678bpr0053,3678b
194,M,3002a,3002
195,M,30554a,30554
196,A,53403,75541
197,P,98166pr0002,98166
198,B,41819,41819c01
199,T,53547pat0001,53547
200,P,3068bpr0109,3068b
201,P,14769pr1129,14769
202,P,6180pr0007,6180
203,P,1022Apr0054,1022A
204,A,84943,518
205,P,1022Apr0057,1022A
206,P,1022Apr0060,1022A
207,P,3626cpr2598,3626c
208,P,1022Apr0062,1022A
209,P,3626cpr2411,3626c
210,P,26603pr0020,26603
211,P,4198pr0009,4198
212,P,1022Apr0067,1022A
213,P,38799pr0001,38799
214,P,3626cpr2418,3626c
215,P,1022Apr0070,1022A
216,P,28631pr0283,28631
217,P,6180pr0008,6180
218,P,3626cpr2420,3626c
219,P,10907pr0002,10907
220,P,973c22h01pr0210,973c22h01
221,P,1022Apr0108,1022A
222,P,2446pr0017,2446
223,P,3626cpr2600,3626c
224,P,26486pr0001,26486
225,P,87606pr0002,87606
226,P,973c22h01pr2287,973c22h01
227,P,970c00pr9983,970c00
228,P,3626cpr2676,3626c
229,B,54131,upn0366
230,P,14769pr0016,14769
231,P,3069bpr0214,3069b
232,P,22385pr1006,22385
233,P,3626cpr2444,3626c
234,P,973c22h01pr1782,973c22h01
235,P,10830pat0001pr0001,10830pat0001
236,P,10154pr0006,10154
237,P,27382pr0007,27382
238,P,65633pr0002,65633
239,P,3437pr0129,3437
240,P,973c22h01pr0002,973c22h01
241,P,973c22h01pr1441,973c22h01
242,T,973c22h08,973c00
243,R,6539,65414
244,B,4071,4071c01
245,P,3010pr0039,3010
246,P,3010pr0040,3010
247,P,21019c00pat005pr0003,21019c00pat005
248,P,3626cpr2463,3626c
249,P,3068bpr0370,3068b
250,R,4132,4133
251,P,98345pr0003,98345
252,P,3035apr0001,3035a
253,T,15678pat0001,15678
254,P,3626cpr1013,3626c
255,M,90194,48183
256,P,6180pr0014,6180
257,P,3846pr0010,3846
258,P,93348pr0002,93348
259,B,4323,787c01
260,T,973c22h03,973c00
261,P,3062bpr0018,3062b
262,P,3626cpr1425,3626c
263,A,60212,3788
264,R,433c01,564c01
265,P,6309pr0077,6309
266,P,6309pr0078,6309
267,P,6309pr0079,6309
268,P,6309pr0080,6309
269,P,6309pr0081,6309
270,P,6309pr0084,6309
271,P,6309pr0085,6309
272,P,41751pr0004,41751
273,A,3069bpr0101,3069bpr0301
274,M,86035,4485
275,P,970c00pr9989,970c00
276,A,3749,43093
277,P,98166pr0001,98166
278,P,22385pr0042,22385
279,T,53548pat0001,53548
280,T,53983pat0002,53983
281,P,99243pr0001,99243
282,P,89974pr0001,89974
283,P,970c00pr0865,970c00
284,R,30294,30293
285,P,3626cpr1429,3626c
286,P,3626cpr1684,3626c
287,P,50956pr0001,50956
288,P,3626cpr1685,3626c
289,M,973c03h14pr9735,973c03h17pr0148
290,P,3626cpr1960,3626c
291,P,3678bpr0049,3678b
292,P,3626cpr1819,3626c
293,A,dupupn0089c02,dupupn0089c01
294,P,11198pr0001,11198
295,B,800,799c800
296,R,22890,14704
297,P,4066pr9999,4066
298,P,970c00pr9898,970c00
299,P,970c00pr1078,970c00
300,P,3004pr0017,3004
301,P,973c27h01pr4202,973c27h01
302,P,6180pr9999,6180
303,P,3068bpr0124,3068b
304,P,3626cpr1969,3626c
305,P,90398pr0014,90398
306,P,3070bpr0002,3070b
307,P,14769pr1001,14769
308,P,6180pr0016,6180
309,P,6309pr0086,6309
310,P,89974pr0002,89974
311,P,41751pr0007,41751
312,P,2431pr0124,2431
313,A,3673,2780
314,M,2991b,2991
315,P,6179pr0016,6179
316,P,6309pr0087,6309
317,P,6309pr0091,6309
318,P,19729pr0008,19729
319,P,4162pr0053,4162
320,R,50956pr0001,50955pr0001
321,P,3068bpr9945,3068b
322,P,19729pr0032,19729
323,B,54166,upn0366
324,P,2431pr0007,2431
325,P,3626cpr9975,3626c
326,P,970c00pr9932,970c00
327,P,3626cpr2451,3626c
328,P,3626cpr2440,3626c
329,P,3626cpr2453,3626c
330,P,970c00pr9906,970c00
331,P,3626cpr2464,3626c
332,P,970c00pr1417,970c00
333,P,3626cpr9867,3626c
334,M,16091,30663
335,P,3846pr0009,3846
336,B,4072,4071c03
337,P,87079pr0212,87079
338,P,3005pr9874,3005
339,P,3437pr0130,3437
340,P,3626bpr0571,3626b
341,P,6239pr0001,6239
342,R,31171,92094
343,P,3005pr9872,3005
344,P,3068bpr9878,3068b
345,P,30292pr0004,30292
346,P,3005pr9871,3005
347,P,3626cpr2507,3626c
348,P,970c00pr9929,970c00
349,P,970c00pr1467,970c00
350,P,970c00pr1465,970c00
351,P,973c01h01pr4899,973c01h01
352,R,685,upn0225
353,P,14769pr1126,14769
354,R,38871,36548
355,P,3005pr9870,3005
356,P,34172pr0001,34172
357,P,34172pr0003,34172
358,M,88489,4506
359,B,98138pr0199,73095
360,P,3005pr9869,3005
361,P,3005pr9868,3005
362,P,3678bpr0003,3678b
363,P,3626cpr2466,3626c
364,M,3660pr0004,3660pr0001
365,P,3069bpr0018,3069b
366,A,6161,47115
367,P,3005pr9867,3005
368,P,3626cpr2469,3626c
369,R,2790,2792
370,P,87997pr0001,87997
371,R,4466,4467
372,R,6565,6564
373,P,970c00pr0200,970c00
374,R,92099,92107
375,P,31111pr0006,31111
376,P,973c03h01pr0071,973c03h01
377,P,3010pr9931,3010
378,P,11233pr0002,11233
379,P,3626cpr9838,3626c
380,B,6626,5306b
381,R,6539,35186
382,P,973c22h01pr0008,973c22h01
383,P,3010pr9930,3010
384,P,3010pr9929,3010
385,R,18939,18938
386,P,3069bpr0303,3069b
387,P,3069bpr0338,3069b
388,P,63864pr0012,63864
389,A,11369pr0003,11369pr0001
390,P,67156pr0002,67156
391,M,4066pr0088,76371pr9998
392,B,6626,5306bc015
393,P,76371pr9998,76371
394,R,14417,14704
395,P,10202pr0007,10202
396,P,41751pr0006,41751
397,P,3070bpr0184,3070b
398,P,15068pr0051,15068
399,P,98165pr0011,98165
400,P,3004pr0060,3004
401,P,2431pr0170,2431
402,P,3626cpr0808,3626c
403,P,93606pr0006,93606
404,P,93606pr0007,93606
405,P,15875c01pr0022,15875
406,P,3626cpr3515,3626c
407,P,27382pr0001,27382
408,P,66565pr0018,66565
409,P,66565pr0019,66565
410,P,15429pr0009,15429
411,P,4490pr0004,4490
412,P,973c01h01pr1444,973c01h01
413,P,22385pr0086,22385
414,T,973c28h01,973c00
415,P,3069bpr0234,3069b
416,T,53544pat0001,53544
417,P,19729pr0031,19729
418,P,970c00pr1091,970c00
419,B,6626,5306bc069
420,P,3010pr0036,3010
421,P,87997pr0002,87997
422,P,26603pr0035,26603
423,B,54163,upn0366
424,A,3063b,3063a
425,P,973c01h01pr1213,973c01h01
426,M,29028,56630
427,R,55637a,55637b
428,P,973c01h01pr0182,973c01h01
429,P,973c01h01pr1409,973c01h01
430,P,973c01h01pr2851,973c01h01
431,P,973c01h01pr1654,973c01h01
432,P,973c01h01pr2030,973c01h01
433,P,973c01h01pr2415,973c01h01
434,P,973c01h01pr0804,973c01h01
435,R,47115,47376
436,R,685,upn0223
437,P,3004pr0061,3004
438,P,3622pr9999,3622
439,P,87079pr9988,87079
440,A,73090b,73090a
441,P,970c00pr1881,970c00
442,P,970c00pr9903,970c00
443,P,970c00pr1953,970c00
444,P,970c00pr1922,970c00
445,P,upn0389pr9999,upn0389
446,P,3010pr0083,3010
447,P,3626cpr9810,3626c
448,P,3626cpr9809,3626c
449,P,76371pr9980,76371
450,P,3626cpr9808,3626c
451,P,65196pr0009,65196
452,P,3626cpr9807,3626c
453,A,973c19h01pr0070,973c16h01pr0070
454,A,973c28h01pr0106,973c28h01pr1156
455,M,clikupn0035b,clikupn0035a
456,P,22385pr0089,22385
457,M,93571,32174
458,R,clikupn0001pr0018,45493
459,P,1021Apr0063,1021A
460,R,41768,41767
461,P,14769pr1011,14769
462,B,4072,4071c02
463,P,2362apr0003,2362a
464,P,6180pr0017,6180
465,R,3314,3433
466,P,3069bpr0292,3069b
467,A,64951,4424
468,P,22385pr0098,22385
469,A,92107,30041
470,P,3626cpr0839,3626c
471,P,20953pr0007,20953
472,A,10202,6881b
473,P,3626cpr2421,3626c
474,A,11618,96479
475,R,68577,23799
476,P,973c27h01pr9671,973c27h01
477,T,973c08h08,973c00
478,P,22385pr9971,22385
479,R,12614pr0001,12613pr0001
480,R,30294pat0001,30293pat0002
481,A,43362c01,71427c01
482,R,14417,14418
483,P,41751pr0005,41751
484,P,clikupn0001pr0019,clikupn0001
485,P,3005pr0026,3005
486,P,50231pr0014,50231
487,P,1021Apr0064,1021A
488,P,3626cpr2422,3626c
489,P,98133pr0002,98133
490,P,3626cpr1069,3626c
491,R,55637a,55637c
492,M,6126a,6126
493,P,2431pr0156,2431
494,P,3626cpr2423,3626c
495,P,973c03h01pr0097,973c03h01
496,A,973c12h13pr5235,973c12h13pr4381
497,P,3622pr9998,3622
498,P,3626cpr2424,3626c
499,P,3626cpr2425,3626c
500,P,39739pr0005,39739
501,M,21841,19888
502,P,3626cpr1766,3626c
503,R,729,728
504,P,3626cpr2426,3626c
505,P,3626cpr2427,3626c
506,R,44352,44353
507,M,89652,60176
508,R,32534,32535
509,R,44350,44351
510,R,87080,87086
511,R,64392,64682
512,T,57557pat0001,57557
513,P,3626cpr2428,3626c
514,P,3626cpr2429,3626c
515,P,3626cpr2431,3626c
516,P,3626cpr2433,3626c
517,P,3626cpr2434,3626c
518,P,3626cpr2435,3626c
519,P,3062bpr9999,3062b
520,T,18868c01,18868c00
521,P,3626cpr1091,3626c
522,P,3008pr0001,3008
523,B,30456,4465c01
524,P,31111pr0007,31111
525,P,10057pr0002,10057
526,P,13808pr0001,13808
527,P,3070bpr0103,3070b
528,T,32505pat0001,32505
529,R,85205,85204
530,T,32567pat0001,32567
531,P,2431pr0123,2431
532,P,3626cpr2436,3626c
533,P,3626cpr9866,3626c
534,R,4219,4218
535,P,10057pr0001,10057
536,P,1021Apr0065,1021A
537,M,32062,3704
538,A,30042,92099
539,A,60115,6260
540,R,5048,4659b
541,P,1021Apr0067,1021A
542,P,1021Apr0068,1021A
543,P,1021Apr0071,1021A
544,P,15068pr0002,15068
545,R,2655,3464
546,P,970c00pr1429,970c00
547,M,4459,2780
548,P,3626bpr0659,3626b
549,P,2335pr0029,2335
550,P,24093pr0019,24093
551,P,65474pr0008,65474
552,P,3626cpr1353,3626c
553,P,3626cpr1350,3626c
554,P,3626cpr1352,3626c
555,P,3626cpr0743,3626c
556,P,3626cpr9905,3626c
557,P,3626cpr1986,3626c
558,P,93348pr0001,93348
559,P,970c00pr9905,970c00
560,P,92198pr0276,92198
561,P,3437pr0134,3437
562,P,90398pr0013,90398
563,P,92198pr0275,92198
564,P,41751pr0008,41751
565,B,4072,4071c01
566,P,90398pr0048,90398
567,P,34172pr0002,34172
568,P,3070bpr0235,3070b
569,P,85863pr0109,85863
570,P,13788pr0001,13788
571,P,18675pr0021,18675
572,P,3069bpr0033,3069b
573,P,3626cpr1086,3626c
574,P,3626cpr0926,3626c
575,P,973c03h01pr0090,973c03h01
576,P,3069bpr0031,3069b
577,P,3069bpr0016,3069b
578,P,3626cpr0966,3626c
579,P,3626cpr1284,3626c
580,P,3626cpr1357,3626c
581,P,3626cpr1358,3626c
582,P,3626cpr1363,3626c
583,R,3,2
584,P,3626cpr1356,3626c
585,R,65111,92094
586,P,3626cpr1664,3626c
587,A,4728,98262
588,P,24246pr0022,24246
589,P,36036pr0015,36036
590,P,3626cpr1296,3626c
591,P,32474pr1001,32474
592,P,3626cpr9853,3626c
593,P,3678bpr0042,3678b
594,M,132b,132a
595,P,970c00pr1436,970c00
596,A,60176,32174
597,P,973c03h01pr0051,973c03h01
598,M,89908,64800
599,P,970c00pr1437,970c00
600,P,973c03h01pr0020,973c03h01
601,P,92198pr0315,92198
602,M,upn0384c,upn0384
603,P,3626bpr0187,3626b
604,B,30636,30636c01
605,P,24246pr0023,24246
606,P,3070bpr0250,3070b
607,M,2332b,2332
608,P,14769pr1007,14769
609,B,30635,30636c02
610,A,837,2
611,P,65072pat0001pr0001,65072pat0001
612,P,12893pr0001,12893
613,T,53613pat0002,53613
614,M,3005pr9953,3005pr9954
615,P,3068bpr0244,3068b
616,T,32558pat0001,32558
617,P,3068bpr0543,3068b
618,P,65072pat0001pr0002,65072pat0001
619,P,14769pr1003,14769
620,P,3626cpr9787,3626c
621,P,970c00pr1441,970c00
622,P,3626cpr1607,3626c
623,P,3626cpr1605,3626c
624,R,429c02,564c01
625,P,65072pat0001pr0003,65072pat0001
626,R,30042,30041
627,R,8,3464
628,P,87562pr0002,87562
629,R,22890,14418
630,A,3036a,3036
631,R,3830,3831
632,P,2454apr0002,2454a
633,R,43710,43711
634,P,3626cpr2493,3626c
635,A,35183,14045
636,P,41751pr0002,41751
637,R,61070,61071
638,R,64683,64391
639,R,64394,64680
640,P,970c00pr9880,970c00
641,M,3614a,3614
642,P,3626cpr2494,3626c
643,P,3626cpr9788,3626c
644,P,973c01h01pr9993,973c01h01
645,T,75347pat0001,75347
646,P,970c00pr0967,970c00
647,P,3626cpr2575,3626c
648,M,51991c,51991
649,R,98563,98564
650,P,4066pr9979,4066
651,M,132c,132a
652,P,11097pr0001,11097
653,P,2586pr0029,2586
654,P,65072pat0001pr0004,65072pat0001
655,P,18973pr0010,18973
656,R,98563,54821
657,P,3626cpr1754,3626c
658,P,3626cpr1757,3626c
659,P,3626cpr1753,3626c
660,P,3626cpr1755,3626c
661,P,3626cpr1758,3626c
662,M,3855a,3855
663,P,3626cpr1756,3626c
664,M,60616a,60616
665,P,3626cpr1759,3626c
666,B,98138pr0200,73095
667,P,3069bpr0151,3069b
668,P,15503pr0001,15503
669,M,3005pr9910,3005pr9911
670,P,3068bpr0273,3068b
671,M,3962b,3962
672,P,973c17h17pr0335,973c17h17
673,R,22890,14419
674,R,30038,769
675,M,3005pr9939,3005pr9940
676,R,6161,6162
677,P,970c00pr0963,970c00
678,M,802a,802
679,M,3005pr9974,3005pr9975
680,M,7039c,7039
681,M,4070a,4070
682,B,30636,30636c02
683,M,822b,822
684,M,3230b,3230
685,M,upn0256b,upn0256
686,M,7039b,7039
687,R,2447,2446
688,M,2684c01b,2684c01
689,P,973c27h27pr9998,973c27h27
690,M,27b,27
691,M,3008b,3008
692,M,3634b,3634
693,M,51991a,51991
694,M,649pr0002,649pr0001
695,M,4178a,4178
696,P,76371pr9997,76371
697,M,9244a,9244
698,M,3626cpr0808,3626bpr0808
699,M,3242d,3242
700,B,30111a,30019
701,P,973c03h01pr0159,973c03h01
702,P,28621pr3319,28621
703,P,3626bpr0325,3626b
704,M,51991e,51991
705,R,429c02,upn0274c02
706,M,3020a,3020
707,M,33299b,33299a
708,P,3626cpr2574,3626c
709,T,57562pat0002,57562
710,P,3004pr0016,3004
711,M,clikupn0116,51686
712,P,973c03h03pr5918,973c03h03
713,R,790,787c03
714,R,77086,46667
715,R,838,837
716,M,3005pr9934,3005pr9935
717,R,60642c02,60639c02
718,M,3005pr9890,3005pr9891
719,P,2454apr0003,2454a
720,A,3665a,3665
721,R,4185,2815
722,P,87079pr0064,87079
723,P,3068bpr9877,3068b
724,M,712b,712
725,A,973c32h01pr0001,973c32h01pr1918
726,R,30585b,23221
727,B,2655,2655c01
728,P,3068bpr0241,3068b
729,M,3005pr9976,3005pr9977
730,R,6260,6265
731,P,98162pr0005,98162
732,P,3069bpr0139,3069b
733,B,98138pr0211,77485
734,P,970c00pr9919,970c00
735,P,3626cpr1621,3626c
736,P,24246pr0014,24246
737,B,6626,5306bc017
738,M,4093b,4093
739,B,6626,5306bc046
740,M,3005pr9893,3005pr9894
741,M,51991b,51991
742,P,3626cpr1638,3626c
743,P,970c00pr0821,970c00
744,M,645b,645
745,P,973c03h01pr0189,973c03h01
746,P,67632pr0001,67632
747,M,604b,604
748,P,41751pr0003,41751
749,M,60616b,60616
750,P,970c00pr1506,970c00
751,P,3626cpr1742,3626c
752,M,3005pr9986,3005pr9987
753,P,6309pr0082,6309
754,P,970c00pr1505,970c00
755,P,3626cpr1741,3626c
756,P,3626cpr1744,3626c
757,M,2538a,2538
758,P,6309pr0083,6309
759,P,973c03h01pr0035,973c03h01
760,M,51991f,51991
761,A,973c01h01pr2030,973c01h01pr1654
762,M,3242c,3242
763,M,32b,32
764,M,3127b,3127
765,M,4jfig0003pr0001,4jfig0003
766,P,970c00pr0923,970c00
767,P,3626cpr1751,3626c
768,P,3010apr0011,3010a
769,M,2871a,2871
770,P,3626cpr1746,3626c
771,T,16606pat0001,16606
772,M,3005pr9962,3005pr9963
773,M,6580a,6580
774,P,970c00pr1599,970c00
775,M,3795a,3795
776,M,upn0371,upn0370
777,M,upn0372a,upn0372
778,M,30089b,30089a
779,P,973c03h01pr0047,973c03h01
780,R,4238,4237
781,P,42498pr0004,42498
782,P,973c03h01pr0137,973c03h01
783,P,14769pr1002,14769
784,R,57894,57895
785,P,60603pr0002,60603
786,M,3006a,3006
787,M,60800b,60800
788,M,6896a,6896
789,M,2731a,2731
790,P,3626cpr1606,3626c
791,M,3005pr9907,3005pr9908
792,P,3626cpr1608,3626c
793,R,14417,14419
794,T,57562pat0001,57562
795,P,973c01h01pr2034,973c01h01
796,P,98603s02pr0003,98603
797,M,3614b,3614
798,P,67906c01pr0001,67906c01
799,P,98138pr0030,98138
800,P,3626cpr9908,3626c
801,P,28621pr3246,28621
802,P,973c02h02pr3926,973c02h02
803,P,973c03h02pr3670,973c03h02
804,P,973c03h02pr3500,973c03h02
805,P,973c03h03pr3533,973c03h03
806,R,4912,4911
807,P,973c03h27pr4487,973c03h27
808,P,98138pr0090,98138
809,M,44865,2458
810,M,2680b,2680
811,B,30636,30636c04
812,P,2454apr0001,2454a
813,B,3464,2655c01
814,P,3068bpr0544,3068b
815,P,3626cpr1700,3626c
816,M,3005pr9887,3005pr9888
817,M,4212b,4212
818,P,11245pr0002,11245
819,P,87990pr0002,87990
820,M,3005pr9980,3005pr9981
821,P,1022Apr0111,1022A
822,M,3962a,3962
823,B,30635,30636c01
824,M,upn0420,upn0400
825,P,1022Apr0112,1022A
826,P,973c03h01pr0125,973c03h01
827,P,89973pr0001,89973
828,P,6171pr0001,6171
829,M,4229b,4229
830,P,3626cpr2587,3626c
831,P,98834pr0002,98834
832,R,6161,42484
833,P,3070bpr0150,3070b
834,M,51991d,51991
835,P,3626cpr0895,3626c
836,M,6895b,6895
837,P,3626cpr1752,3626c
838,R,2349a,4214
839,P,2528pr0008,2528
840,M,3037b,3037
841,M,3005pr9958,3005pr9959
842,R,32069,32068
843,M,3005pr9913,3005pr9914
844,M,3005pr9901,3005pr9902
845,P,15626pr0004,15626
846,P,1022Apr0113,1022A
847,M,2871b,2871
848,M,6895a,6895
849,P,90462pr0003,90462
850,M,upn0384a,upn0384
851,P,15210pr0001,15210
852,M,3626cpr0790,3626bpr0790
853,M,604c,604
854,B,2855,2856c01
855,P,30144pr9984,30144
856,M,3005pr9966,3005pr9967
857,M,3626cpr0760,3626bpr0760
858,M,645a,645
859,A,1927,73983
860,M,2350b,2350
861,M,715a,715
862,M,30526,53540
863,P,3626cpr9842,3626c
864,P,1022Apr0114,1022A
865,M,3626cpr0895,3626bpr0895
866,P,3626cpr0726,3626c
867,P,54873pr0001,54873
868,M,3852b,3852
869,A,3626cpr9705,3626cpr3515
870,P,14769pr0004,14769
871,R,3579,7930
872,M,42042g,42042und
873,M,3471a,3471
874,A,3007a,3007
875,R,24308b,18976
876,P,87552pr0004,87552
877,P,1022Apr0115,1022A
878,M,3470a,3470
879,M,upn0272b,upn0272
880,M,4617b,4617
881,M,4616,4616a
882,M,3229a,3229
883,P,3626cpr9934,3626c
884,M,42042a,42042und
885,R,6556,3854
886,T,64269pat0001,64269
887,P,1022Apr0116,1022A
888,M,3005pr9988,3005pr9989
889,M,6217b,6217
890,P,57895pr0006,57895
891,M,2961b,2961
892,P,3626cpr1186,3626c
893,M,4212a,4212
894,R,80271,80272
895,P,3068bpr9959,3068b
896,B,50018a,50018
897,P,2454apr0005,2454a
898,P,65072pat0001pr0005,65072pat0001
899,M,5313a,5313
900,R,2349a,4625
901,P,3069bpr9986,3069b
902,P,3626cpr2930,3626c
903,M,6014b,6014
904,P,3069bpr0305,3069b
905,A,3069bpr0305,3069bpr0155
906,R,55637b,55637c
907,M,80326,2335
908,B,2584,2584c01
909,M,29a,29
910,P,18827pr0002,18827
911,M,649pr0007,649pr0006
912,M,upn0384b,upn0384
913,M,3684b,3684
914,P,1022Apr0117,1022A
915,P,11245pr0001,11245
916,T,44813pat0001,44813
917,P,92198pr0037,92198
918,M,3005pr9972,3005pr9973
919,P,1022Apr0118,1022A
920,M,30554b,30554
921,A,26603pr0017,26603pr0089
922,M,165c01b,165c01
923,M,820a,820
924,M,4790b,4790
925,A,56630,39444
926,M,3005pr9896,3005pr9897
927,M,3005pr9929,3005pr9930
928,R,57028c01,57796
929,M,42042b,42042und
930,P,3068bpr9876,3068b
931,P,15038pr0001,15038
932,B,30635,30636c04
933,B,6626,5306bc020
934,R,68149,68150
935,M,upn0272c,upn0272
936,A,47349c02,47349c01
937,P,90370pr0005,90370
938,T,64259pat0001,64259
939,P,3626cpr9705,3626c
940,P,3068bpr0545,3068b
941,B,48168,50163
942,R,68196,67142
943,P,3004pr0015,3004
944,P,54873pr0004,54873
945,R,3581,3644
946,R,2582,4214
947,P,60603pr0004,60603
948,M,60800a,60800
949,R,2582,4315
950,R,20441,20439
951,M,3005pr9945,3005pr9946
952,P,973c03h01pr0121,973c03h01
953,P,19729pr0009,19729
954,P,970c00pr0925,970c00
955,M,4617a,4617
956,P,2431pr0155,2431
957,P,98138pr0202,98138
958,P,970c00pr0905,970c00
959,P,970c00pr0888,970c00
960,P,3626cpr1698,3626c
961,P,973c03h03pr5991,973c03h03
962,R,30584c01,23221
963,P,24246pr0027,24246
964,P,24246pr0028,24246
965,P,970c00pr0909,970c00
966,M,4820a,4820cc01
967,P,3626cpr1699,3626c
968,P,3626cpr3565,3626c
969,P,6171pr0002,6171
970,M,3005pr9924,3005pr9925
971,P,6171pr0003,6171
972,P,98834pr0003,98834
