,rel_type,child_part_num,parent_part_num
21004,B,upn0043,upn0365
21005,B,upn0044,upn0365
21006,B,upn0045,upn0365
21007,B,upn0047,upn0365
21008,R,upn0047,upn0045
21009,B,54128,upn0365
21010,B,54129,upn0365
21011,R,clikupn0002pr0004,clikupn0096
21012,R,685,upn0226
21013,M,clikupn0018pat0001,clikupn0018pat0002
21014,P,973c27h03pr0004,973c27h03
21015,M,46285pr0002,45463pr0003
21016,A,4883c02,4883c01
21017,A,11248c03,11248c01
21018,A,2312c05,2312c01
21019,A,2312c04,2312c01
21020,A,2312c04,2312c03
21021,A,2312c03,2312c01
21022,P,10202pr0010,10202
21023,P,30292pr0005,30292
21024,P,59349pr0010,59349
21025,P,46212pr0009,46212
21026,P,3960pr0048,3960
21027,P,20606pr0004,20606
21028,P,20606pr0001,20606
21029,P,20606pr0002,20606
21030,P,20606pr0003,20606
21031,P,3626cpr3285,3626c
21032,R,98128,98129
21033,P,3062bpr0029,3062b
21034,R,93561,93560
21035,P,3626cpr3232,3626c
21036,P,3626cpr3233,3626c
21037,P,3626cpr3269,3626c
21038,P,3039pr0028,3039
21039,P,3062bpr0027,3062b
21040,R,89159,93560
21041,P,98138pr0185,98138
21042,P,67156pr0001,67156
21043,P,3626cpr3323,3626c
21044,R,89159,49663pat0001
21045,P,3004pr0059,3004
21046,P,26603pr0043,26603
21047,P,3070bpr0221,3070b
21048,P,3070bpr0222,3070b
21049,P,92198pr0222,92198
21050,P,66409pr0008,66409
21051,P,3069bpr0304,3069b
21052,P,92198pr0278,92198
21053,P,15875c01pr0021,15875
21054,P,98387pr0005,98387
21055,P,6239pr0008,6239
21056,P,3068bpr0036,3068b
21057,P,30562pr0002,30562
21058,P,92198pr0229,92198
21059,P,11408c01pr0117,11408c01
21060,P,26603pr0002,26603
21061,P,87079pr0230,87079
21062,R,upn0215,6637
21063,P,970c00pr1880,970c00
21064,P,970c00pr1914,970c00
21065,P,970c00pr1847,970c00
21066,P,970c00pr9897,970c00
21067,P,970c00pr9885,970c00
21068,P,970c00pr1955,970c00
21069,P,973g22c01h01pr2606,973g22c01h01
21070,R,clikupn0001pr0019,45493
21071,R,clikupn0042,clikupn0039
21072,P,45455pr0001,45455
21073,P,clikupn0001pr0020,clikupn0001
21074,P,clikupn0001pr0021,clikupn0001
21075,R,clikupn0001pr0021,45493
21076,P,clikupn0001pr0022,clikupn0001
21077,R,clikupn0047pat0001,clikupn0046
21078,R,clikupn0048,clikupn0046
21079,T,clikupn0047pat0001,clikupn0047
21080,R,49548,49247
21081,R,clikupn0002pr0012,clikupn0096
21082,P,clikupn0001pr0023,clikupn0001
21083,R,clikupn0001pr0024,45493
21084,M,clikupn0018pat0004,clikupn0018pat0001
21085,P,clikupn0050pr0001,clikupn0050
21086,P,clikupn0050pr0003,clikupn0050
21087,P,clikupn0050pr0004,clikupn0050
21088,P,67950pr0001,67950
21089,B,57051,2878c02
21090,P,87079pr9989,87079
21091,R,15627,60603
21092,R,46667,60208
21093,B,2745stor,2745storc02
21094,B,3857,2745storc02
21095,A,clikupn0062pr0001,clikupn0001pr0024
21096,R,48345,clikupn0062pr0001
21097,T,973c19h19,973c00
21098,P,973c19h19pr2871,973c19h19
21099,P,973c19h19pr0405,973c19h19
21100,P,973c19h19pr1582,973c19h19
21101,P,973c19h19pr1790,973c19h19
21102,P,973c19h19pr1840,973c19h19
21103,P,973c19h19pr1850,973c19h19
21104,P,973c19h19pr1952,973c19h19
21105,P,973c19h19pr3525,973c19h19
21106,P,973c19h19pr2248,973c19h19
21107,P,973c19h19pr2098,973c19h19
21108,P,973c19h19pr2064,973c19h19
21109,P,973c19h19pr9701,973c19h19
21110,T,973c19h13,973c00
21111,P,30144pr9999,30144
21112,P,3068bpr0553,3068b
21113,T,973c32h32,973c00
21114,P,973c32h32pr3320,973c32h32
21115,P,973c32h32pr3318,973c32h32
21116,T,973c32h05,973c00
21117,T,973c32h14,973c00
21118,P,973c32h14pr2304,973c32h14
21119,P,973c32h14pr3371,973c32h14
21120,M,973c32h01pr1244,973c32h01pr4900
21121,T,973c11h23,973c00
21122,P,973c11h02pr4442,973c11h02
21123,P,973c11h02pr4752,973c11h02
21124,P,973c11h02pr3989,973c11h02
21125,P,973c11h02pr3004,973c11h02
21126,P,973c11h02pr3306,973c11h02
21127,P,973c11h02pr2376,973c11h02
21128,P,973c11h02pr1865,973c11h02
21129,P,973c11h02pr1917,973c11h02
21130,P,973c11h02pr2056,973c11h02
21131,P,973c11h02pr1369,973c11h02
21132,P,973c11h02pr4388,973c11h02
21133,P,973c11h02pr0328,973c11h02
21134,P,973c11h02pr3851,973c11h02
21135,P,973c11h02pr3735,973c11h02
21136,P,973c11h02pr1811,973c11h02
21137,P,973c11h01pr1943,973c11h01
21138,P,973c11h01pr0400,973c11h01
21139,P,973c11h01pr1835,973c11h01
21140,P,973c11h01pr1829,973c11h01
21141,P,973c11h01pr0802,973c11h01
21142,P,973c11h01pr2060,973c11h01
21143,P,973c11h01pr3959,973c11h01
21144,P,973c31h01pr0019,973c31h01
21145,P,973c31h01pr9674,973c31h01
21146,P,973c31h01pr4373,973c31h01
21147,P,973c31h01pr2410,973c31h01
21148,P,973c31h01pr2371,973c31h01
21149,P,973c31h01pr2370,973c31h01
21150,P,973c31h01pr2147,973c31h01
21151,P,973c31h01pr2146,973c31h01
21152,P,973c31h01pr2145,973c31h01
21153,P,973c31h01pr2144,973c31h01
21154,P,973c31h01pr2136,973c31h01
21155,P,973c31h01pr1871,973c31h01
21156,P,973c31h01pr1867,973c31h01
21157,P,973c31h01pr1617,973c31h01
21158,P,973c31h01pr1479,973c31h01
21159,P,973c31h01pr0372,973c31h01
21160,B,973pw4,973c08h03pr0161
21161,P,3626cpr3311,3626c
21162,P,3005pr0025,3005
21163,P,970c00pr9918,970c00
21164,T,973c20h20,973c00
21165,P,973c20h20pr3279,973c20h20
21166,P,973c20h20pr2164,973c20h20
21167,P,973c20h20pr2709,973c20h20
21168,P,973c20h20pr2834,973c20h20
21169,T,973c24h01,973c00
21170,P,973c24h01pr0120,973c24h01
21171,P,973c24h01pr5073,973c24h01
21172,P,973c24h01pr2867,973c24h01
21173,P,973c24h01pr3787,973c24h01
21174,P,973c24h01pr9925,973c24h01
21175,T,973c24h03,973c00
21176,P,973c24h03pr4819,973c24h03
21177,P,973c24h03pr3885,973c24h03
21178,P,973c24h03pr3422,973c24h03
21179,P,973c24h03pr1814,973c24h03
21180,T,973c24h12,973c00
21181,P,973c24h12pr2134,973c24h12
21182,P,973c24h12pr1619,973c24h12
21183,P,973c24h03pr1525,973c24h03
21184,P,973c24h01pr1215,973c24h01
21185,P,973c24h01pr0334,973c24h01
21186,P,973c24h03pr3953,973c24h03
21187,T,973c16h16,973c00
21188,T,973c36h01,973c00
21189,P,973c36h36pr3326,973c36h36
21190,T,973c33h09,973c00
21191,T,973c34h01,973c00
21192,P,24093pr0016,24093
21193,P,3062bpr0043,3062b
21194,P,973c34h01pr1801,973c34h01
21195,P,973c34h01pr3784,973c34h01
21196,P,973c34h01pr0090,973c34h01
21197,P,973c34h01pr0415,973c34h01
21198,P,973c34h01pr2762,973c34h01
21199,P,973c34h01pr4153,973c34h01
21200,T,973c34h34,973c00
21201,P,973c34h34pr0751,973c34h34
21202,P,973c34h01pr9697,973c34h01
21203,T,973c34h12,973c00
21204,P,973c34h12pr4712,973c34h12
21205,P,973c34h12pr2913,973c34h12
21206,P,973c34h12pr3800,973c34h12
21207,P,973c34h12pr2351,973c34h12
21208,P,973c34h12pr1638,973c34h12
21209,P,973c34h12pr1484,973c34h12
21210,P,973c34h12pr1384,973c34h12
21211,P,973c34h12pr1247,973c34h12
21212,P,973c34h12pr1182,973c34h12
21213,P,973c34h12pr1144,973c34h12
21214,P,973c34h12pr1084,973c34h12
21215,P,973c34h12pr0303,973c34h12
21216,M,973c34h12pr0303,973c34h08pr0303
21217,P,973c34h12pr2932,973c34h12
21218,P,973c34h12pr1591,973c34h12
21219,A,973c34h27pr2289,973c34h27pr3348
21220,B,973p26,973c28h01pr0026
21221,B,973p7w,973c27h01pr1580
21222,P,87079pr9966,87079
21223,P,970c00pr1678,970c00
21224,P,87079pr9953,87079
21225,M,15459,31794
21226,R,2928,2919
21227,M,3035pr0001,3035apr0001
21228,A,43713,4856a
21229,A,43713,4856b
21230,R,67704,67718
21231,P,30144pr0008,30144
21232,R,54100,54101
21233,A,62791,54100
21234,R,62791,54101
21235,B,62791,62791c01
21236,R,50820,50821
21237,B,50821,50821c01
21238,B,92710,92710c02
21239,B,92711,92710c02
21240,B,92710,92710c04
21241,B,92711,92710c04
21242,B,92711,92710c01
21243,B,92711,92710c03
21244,B,92710,92710c01
21245,B,92710,92710c03
21246,B,71958,71958c01
21247,B,18913,20033
21248,B,18912,20033
21249,R,18912,18913
21250,R,28533,28535
21251,B,28533,28925c01
21252,B,28533,28925c02
21253,B,28533,28925c03
21254,B,28533,28925c04
21255,M,16968,63783
21256,P,970x140pr1906,970x140
21257,P,970x140pr1910,970x140
21258,R,6195,6197
21259,R,6196,6197
21260,P,65590pr0002,65590
21261,M,50337,44570
21262,T,16709pat0004,16709
21263,T,16709pat0011,16709
21264,T,21019c00pat012,21019c00
21265,P,970x199pr0841,970x199
21266,P,970x140pr1496,970x140
21267,P,970x140pr1423,970x140
21268,P,970x199pr0727,970x199
21269,P,3068bpr9958,3068b
21270,P,973c01h03pr9641,973c01h03
21271,P,21019c00pat028pr1777,21019c00pat028
21272,T,21019c00pat029,21019c00
21273,P,21019c00pat029pr1773,21019c00pat029
21274,T,21019c00pat028,21019c00
21275,P,21019x001pat01pr1411,21019x001pat01
21276,T,21019x001pat01,21019c00
21277,P,21019x021pat01pr1201,21019x021pat01
21278,P,21019x023pat02pr1823,21019x023pat02
21279,P,21019x026pat01pr1040,21019x026pat01
21280,P,21019x026pat01pr1503,21019x026pat01
21281,T,21019x026pat01,21019c00
21282,T,21019x023pat02,21019c00
21283,T,21019x021pat01,21019c00
21284,P,21019x026pat01pr1806,21019x026pat01
21285,P,21019x026pat01pr1808,21019x026pat01
21286,P,21019x037pat01pr1177,21019x037pat01
21287,T,21019x037pat01,21019c00
21288,T,21019x124pat01,21019c00
21289,P,21019x124pat01pr1090,21019x124pat01
21290,P,21019x124pat01pr1673,21019x124pat01
21291,P,21019x124pat01pr1276,21019x124pat01
21292,T,21019x140pat01,21019c00
21293,P,21019x140pat01pr1050,21019x140pat01
21294,P,21019x191pat01pr1258,21019x191pat01
21295,P,21019x194pat01pr1270,21019x194pat01
21296,T,21019x194pat01,21019c00
21297,T,21019x191pat01,21019c00
21298,T,21019x194pat02,21019c00
21299,P,21019x194pat02pr1668,21019x194pat02
21300,T,21019x222pat01,21019c00
21301,P,21019x222pat01pr1167,21019x222pat01
21302,P,21019x222pat01pr1671,21019x222pat01
21303,T,21019x322pat01,21019c00
21304,P,21019x322pat01pr0995,21019x322pat01
21305,P,48634pr0001,48634
21306,P,970c00pr1207,970c00
21307,P,970c00pr1427,970c00
21308,P,970c00pr1644,970c00
21309,P,970c00pr1741,970c00
21310,P,970c00pr1742,970c00
21311,P,970c00pr1743,970c00
21312,P,970c00pr1746,970c00
21313,P,970c00pr1748,970c00
21314,P,970c00pr1749,970c00
21315,P,970c00pr1750,970c00
21316,P,970c00pr1757,970c00
21317,P,970c00pr1763,970c00
21318,P,970c00pr1764,970c00
21319,P,970c00pr1770,970c00
21320,P,970c00pr1800,970c00
21321,P,970c00pr1805,970c00
21322,P,970c00pr1809,970c00
21323,P,970c00pr1812,970c00
21324,P,970c00pr1816,970c00
21325,P,970c00pr1826,970c00
21326,P,970c00pr1828,970c00
21327,P,970c00pr1829,970c00
21328,P,970c00pr1832,970c00
21329,P,970c00pr1833,970c00
21330,P,970c00pr1838,970c00
21331,P,970c00pr1840,970c00
21332,P,970c00pr1867,970c00
21333,P,973c19h19pr2729,973c19h19
21334,P,973c32h14pr0355,973c32h14
21335,P,973c11h02pr3532,973c11h02
21336,P,973c11h02pr3168,973c11h02
21337,P,973c11h02pr3440,973c11h02
21338,P,973c11h02pr1560,973c11h02
21339,P,973c11h02pr1468,973c11h02
21340,P,973c11h02pr1395,973c11h02
21341,P,973c11h02pr1372,973c11h02
21342,P,973c11h02pr2092,973c11h02
21343,T,973c11h01,973c00
21344,P,973c11h01pr1725,973c11h01
21345,P,973c11h01pr1946,973c11h01
21346,P,973c11h01pr2020,973c11h01
21347,T,973c31h01,973c00
21348,P,973c31h01pr0031,973c31h01
21349,P,973c31h01pr3531,973c31h01
21350,P,973c31h01pr2828,973c31h01
21351,P,973c31h01pr0367,973c31h01
21352,P,973c31h01pr0370,973c31h01
21353,P,973c27h03pr0008,973c27h03
21354,P,973c27h03pr1606,973c27h03
21355,P,973c27h03pr1897,973c27h03
21356,P,973c27h03pr9986,973c27h03
21357,P,973c27h03pr0068,973c27h03
21358,P,973c27h03pr0009,973c27h03
21359,B,973p26,973c03h01pr0026
21360,P,973c27h01pr0028,973c27h01
21361,P,973c27h03pr0079,973c27h03
21362,P,973c27h03pr0080,973c27h03
21363,P,973c27h03pr9980,973c27h03
21364,P,973c27h03pr4854,973c27h03
21365,P,973c27h03pr4525,973c27h03
21366,P,973c27h03pr0063,973c27h03
21367,P,973c27h27pr9952,973c27h27
21368,P,3068bpr0329,3068b
21369,P,3068bpr0372,3068b
21370,P,3068bpr9999,3068b
21371,P,3068bpr9997,3068b
21372,P,3068bpr9996,3068b
21373,P,3626cpr0468,3626c
21374,P,3626cpr0666,3626c
21375,P,3626cpr0720,3626c
21376,P,3626cpr0984,3626c
21377,P,92815c05pr0108,92815c05
21378,A,973c27h02pr1771,973c27h02pr3868
21379,M,973c27h12pr1427,973c27h08pr0166
21380,R,29632pr0003,29630pr0003
21381,M,973c27h08pr0009,973c27h12pr1201
21382,P,970c00pr1843,970c00
21383,P,970c00pr1851,970c00
21384,P,970c00pr1865,970c00
21385,P,970c00pr1866,970c00
21386,P,970c00pr1869,970c00
21387,P,970c00pr1870,970c00
21388,P,970c00pr9887,970c00
21389,P,970c00pr9895,970c00
21390,P,970c00pr9902,970c00
21391,P,970c00pr9962,970c00
21392,P,973c31h01pr0365,973c31h01
21393,P,973c31h01pr0366,973c31h01
21394,P,973c31h01pr0368,973c31h01
21395,P,973c31h01pr0369,973c31h01
21396,P,973c31h01pr0371,973c31h01
21397,P,973c31h01pr0293,973c31h01
21398,P,973c31h01pr0285,973c31h01
21399,P,973c31h01pr0196,973c31h01
21400,P,973c31h01pr0163,973c31h01
21401,P,973c31h01pr0046,973c31h01
21402,P,973c31h01pr9747,973c31h01
21403,P,973c31h01pr1951,973c31h01
21404,P,973c31h01pr0129,973c31h01
21405,P,973c31h01pr0640,973c31h01
21406,P,973c31h01pr9999,973c31h01
21407,M,973c31h01pr0640,973c31h01pr9999
21408,P,973c31h01pr0161,973c31h01
21409,P,973c31h01pr0040,973c31h01
21410,P,973c31h01pr0257,973c31h01
21411,P,973c31h01pr0002,973c31h01
21412,P,973c31h01pr9700,973c31h01
21413,P,973c31h01pr1517,973c31h01
21414,P,973c31h01pr1121,973c31h01
21415,P,973c31h01pr1083,973c31h01
21416,P,973c31h01pr0955,973c31h01
21417,P,973c31h01pr9680,973c31h01
21418,P,973c31h01pr9685,973c31h01
21419,P,973c31h01pr9693,973c31h01
21420,P,973c31h01pr0178,973c31h01
21421,P,973c06h01pr2598,973c06h01
21422,P,973c31h03pr0331,973c31h03
21423,P,973c31h03pr4026,973c31h03
21424,P,973c31h03pr1526,973c31h03
21425,P,973c31h03pr1277,973c31h03
21426,P,973c31h03pr9998,973c31h03
21427,P,973c31h03pr0008,973c31h03
21428,P,973c31h03pr0081,973c31h03
21429,P,973c31h03pr0082,973c31h03
21430,P,973c31h03pr0037,973c31h03
21431,T,973c31h12,973c00
21432,P,973c31h12pr0352,973c31h12
21433,P,973c31h12pr1288,973c31h12
21434,P,973c31h12pr1511,973c31h12
21435,P,973c31h12pr1942,973c31h12
21436,P,973c31h12pr4809,973c31h12
21437,P,973c31h12pr0656,973c31h12
21438,P,973c21h21pr4504,973c21h21
21439,P,973c11h01pr2322,973c11h01
21440,T,973c09h01,973c00
21441,P,973c09h01pr4356,973c09h01
21442,P,973c09h01pr1659,973c09h01
21443,T,973c09h02,973c00
21444,P,973c09h02pr2283,973c09h02
21445,P,973c09h02pr1860,973c09h02
21446,P,973c09h02pr0397,973c09h02
21447,P,973c09h02pr3759,973c09h02
21448,T,973c09h12,973c00
21449,P,973c09h12pr1312,973c09h12
21450,P,973c09h12pr1282,973c09h12
21451,T,973c09h09,973c00
21452,P,973c09h09pr2863,973c09h09
21453,P,970c00pr1844,970c00
21454,P,970c00pr1845,970c00
21455,P,970c00pr1855,970c00
21456,P,970c00pr1857,970c00
21457,P,970c00pr1662,970c00
21458,P,970c00pr9901,970c00
21459,P,970e10pr0001,970e10
21460,P,973c31h01pr9643,973c31h01
21461,P,973c31h01pr1124,973c31h01
21462,P,973c31h03pr0055,973c31h03
21463,P,973c31h03pr3343,973c31h03
21464,P,973c31h03pr2856,973c31h03
21465,P,973c31h03pr1279,973c31h03
21466,P,973c31h03pr9999,973c31h03
21467,P,973c31h03pr0013,973c31h03
21468,P,973c09h02pr3186,973c09h02
21469,T,973c09h14,973c00
21470,P,973c27h03pr1764,973c27h03
21471,P,973c27h03pr2197,973c27h03
21472,P,973c27h03pr0002,973c27h03
21473,P,973c27h03pr3860,973c27h03
21474,P,973c27h03pr0101,973c27h03
21475,P,3626cpr0871,3626c
21476,P,973c26h26pr5304,973c26h26
21477,M,42924,6558
21478,T,98220pat0003,98220
21479,T,98220pat0009,98220
21480,R,2563,2536b
21481,R,98288,3464
21482,A,973e002pr9999,973e001pr3037
21483,A,973e004pr4242,973e024pr4579
21484,P,970c00pr1858,970c00
21485,P,3626cpr9806,3626c
21486,P,970c00pr9846,970c00
21487,P,970c00pr9845,970c00
21488,P,973c06h01pr5181,973c06h01
21489,T,973c04h04,973c00
21490,A,973c29h02pr4605,973c29h01pr3426
21491,P,973c04h04pr4140,973c04h04
21492,T,973c05h03,973c00
21493,P,973c05h03pr9891,973c05h03
21494,P,973c05h03pr3845,973c05h03
21495,P,973c05h03pr1555,973c05h03
21496,P,973c05h03pr2493,973c05h03
21497,P,973c05h03pr3761,973c05h03
21498,P,973c05h03pr9991,973c05h03
21499,P,973c05h03pr3604,973c05h03
21500,P,973c05h03pr3955,973c05h03
21501,P,973c05h03pr3632,973c05h03
21502,P,973c05h03pr0071,973c05h03
21503,P,973c05h03pr9881,973c05h03
21504,A,973c05h02pr2336,973c05h02pr3906
21505,P,973c05h03pr4714,973c05h03
21506,P,973c09h12pr4547,973c09h12
21507,M,35132,31170
21508,P,970c00pr1872,970c00
21509,P,970c00pr1893,970c00
21510,M,61408,33299a
21511,P,973c05h03pr3762,973c05h03
21512,P,973c05h03pr9979,973c05h03
21513,P,973c05h03pr1304,973c05h03
21514,P,973c27h03pr4827,973c27h03
21515,P,3626cpr0956,3626c
21516,T,973c41h02,973c00
21517,P,973c41h02pr1688,973c41h02
21518,T,973c14h12,973c00
21519,P,973c14h12pr0780,973c14h12
21520,P,973c14h12pr1246,973c14h12
21521,P,973c14h12pr1614,973c14h12
21522,P,973c14h12pr1581,973c14h12
21523,P,973c14h12pr1556,973c14h12
21524,P,973c14h12pr1880,973c14h12
21525,P,973c14h12pr1910,973c14h12
21526,P,973c14h12pr1945,973c14h12
21527,P,973c14h12pr2237,973c14h12
21528,P,973c14h12pr2452,973c14h12
21529,P,973c14h12pr2416,973c14h12
21530,P,973c14h12pr2658,973c14h12
21531,P,973c14h12pr2887,973c14h12
21532,P,973c14h12pr2757,973c14h12
21533,T,973c14h14,973c00
21534,P,973c14h14pr2177,973c14h14
21535,P,973c14h14pr2130,973c14h14
21536,P,973c14h14pr2470,973c14h14
21537,P,973c14h14pr2571,973c14h14
21538,P,973c14h14pr2987,973c14h14
21539,P,973c14h14pr2735,973c14h14
21540,P,973c14h14pr3120,973c14h14
21541,P,973c14h14pr3187,973c14h14
21542,P,973c14h14pr9750,973c14h14
21543,P,973c27h03pr9999,973c27h03
21544,P,970c00pr1898,970c00
21545,M,61408,33299b
21546,P,973c28h01pr9811,973c28h01
21547,P,3068bpr0505,3068b
21548,P,973c22h27pr9794,973c22h27
21549,T,973c22h27,973c00
21550,P,973c22h27pr3901,973c22h27
21551,P,973c22h27pr2643,973c22h27
21552,P,973c22h27pr2112,973c22h27
21553,P,973c22h27pr1853,973c22h27
21554,P,973c22h27pr1708,973c22h27
21555,P,973c22h27pr1651,973c22h27
21556,P,973c22h27pr0012,973c22h27
21557,P,973c22h27pr1885,973c22h27
21558,P,973c22h27pr1825,973c22h27
21559,T,973c22h22,973c00
21560,P,973c22h22pr5150,973c22h22
21561,P,973c22h22pr4308,973c22h22
21562,P,973c22h22pr4028,973c22h22
21563,P,973c22h22pr3667,973c22h22
21564,P,973c22h22pr0070,973c22h22
21565,P,973c22h22pr0006,973c22h22
21566,P,973c22h22pr1127,973c22h22
21567,P,973c22h22pr1838,973c22h22
21568,P,973c22h22pr1883,973c22h22
21569,P,973c22h22pr1903,973c22h22
21570,P,973c22h22pr2492,973c22h22
21571,P,973c22h03pr0103,973c22h03
21572,P,973c22h03pr3292,973c22h03
21573,P,973c22h03pr2859,973c22h03
21574,P,973c22h03pr2192,973c22h03
21575,P,973c22h03pr2251,973c22h03
21576,P,973c22h03pr2476,973c22h03
21577,P,973c22h03pr2639,973c22h03
21578,P,973c22h03pr2185,973c22h03
21579,P,973c22h03pr1264,973c22h03
21580,P,973c22h03pr1716,973c22h03
21581,P,973c22h03pr0023,973c22h03
21582,P,973c22h03pr4741,973c22h03
21583,P,973c22h03pr0008,973c22h03
21584,P,973c22h27pr0112,973c22h27
21585,P,973c22h03pr0051,973c22h03
21586,P,973c22h03pr0123,973c22h03
21587,P,973c22h03pr3934,973c22h03
21588,P,973c22h03pr3695,973c22h03
21589,P,973c22h03pr3283,973c22h03
21590,P,973c22h03pr3263,973c22h03
21591,P,973c22h03pr2933,973c22h03
21592,P,973c22h03pr2853,973c22h03
21593,P,973c22h03pr2684,973c22h03
21594,P,973c22h03pr2403,973c22h03
21595,P,973c22h03pr2394,973c22h03
21596,P,973c22h03pr2290,973c22h03
21597,P,973c22h03pr2297,973c22h03
21598,P,973c22h03pr2003,973c22h03
21599,P,973c22h03pr1949,973c22h03
21600,P,973c22h03pr1750,973c22h03
21601,P,973c22h03pr1243,973c22h03
21602,P,973c22h03pr0223,973c22h03
21603,P,973c22h03pr0191,973c22h03
21604,P,973c22h03pr0130,973c22h03
21605,P,973c22h03pr4508,973c22h03
21606,P,973c21h21pr9878,973c21h21
21607,P,973c31h01pr9851,973c31h01
21608,T,973c22h12,973c00
21609,P,973c22h12pr1257,973c22h12
21610,P,973c22h12pr1941,973c22h12
21611,P,973c22h12pr2368,973c22h12
21612,P,973c22h12pr1233,973c22h12
21613,P,973c22h12pr1976,973c22h12
21614,P,973c22h12pr2276,973c22h12
21615,A,97149pr3979,97149pr0929
21616,P,973c22h01pr0099,973c22h01
21617,T,973c22h01,973c00
21618,P,973c22h01pr0044,973c22h01
21619,P,973c22h01pr0052,973c22h01
21620,P,973c22h01pr0056,973c22h01
21621,P,973c22h01pr0078,973c22h01
21622,P,973c22h01pr0036,973c22h01
21623,P,973c22h01pr0033,973c22h01
21624,P,973c22h01pr0025,973c22h01
21625,P,973c22h01pr0021,973c22h01
21626,P,973c22h01pr0016,973c22h01
21627,P,973c22h01pr0173,973c22h01
21628,P,973c22h01pr0015,973c22h01
21629,P,973c22h01pr0014,973c22h01
21630,P,973c22h01pr0013,973c22h01
21631,P,973c22h01pr0131,973c22h01
21632,P,973c22h01pr0104,973c22h01
21633,P,973c22h01pr0114,973c22h01
21634,P,973c22h01pr3216,973c22h01
21635,P,973c22h01pr3538,973c22h01
21636,P,973c22h01pr3432,973c22h01
21637,P,973c22h01pr3425,973c22h01
21638,P,973c22h01pr4047,973c22h01
21639,P,973c22h01pr4014,973c22h01
21640,P,973c22h01pr4648,973c22h01
21641,P,973c22h01pr4791,973c22h01
21642,P,973c22h01pr4826,973c22h01
21643,P,973c22h01pr4807,973c22h01
21644,P,973c22h01pr4898,973c22h01
21645,P,973c22h01pr9722,973c22h01
21646,P,973c22h01pr9724,973c22h01
21647,P,973c22h01pr9787,973c22h01
21648,P,973c22h01pr0115,973c22h01
21649,P,973c22h01pr0136,973c22h01
21650,P,973c22h01pr4132,973c22h01
21651,P,973c03h03pr9889,973c03h03
21652,P,973c28h01pr9841,973c28h01
21653,P,973c27h01pr9840,973c27h01
21654,P,973c27h01pr9670,973c27h01
21655,P,973c22h01pr9694,973c22h01
21656,P,973c28h01pr9669,973c28h01
21657,P,973c27h01pr9790,973c27h01
21658,P,973c03h10pr9798,973c03h10
21659,P,973c17h01pr9803,973c17h01
21660,P,973c28h22pr2056,973c28h22
21661,P,970c00pr1934,970c00
21662,P,973c22h27pr1753,973c22h27
21663,P,973c22h03pr0102,973c22h03
21664,P,973c22h03pr3212,973c22h03
21665,P,973c22h03pr2395,973c22h03
21666,P,973c22h01pr0132,973c22h01
21667,P,973c27h01pr9731,973c27h01
21668,P,973c22h01pr0001,973c22h01
21669,P,3626cpr0957,3626c
21670,P,973c41h02pr3999,973c41h02
21671,P,973c26h26pr5180,973c26h26
21672,P,973c26h26pr4557,973c26h26
21673,P,973c26h26pr2870,973c26h26
21674,P,973c03h27pr3113,973c03h27
21675,P,973c03h27pr3116,973c03h27
21676,P,973c03h27pr5308,973c03h27
21677,P,973c26h01pr3142,973c26h01
21678,P,973c35h01pr5038,973c35h01
21679,P,973c35h01pr4940,973c35h01
21680,P,973c26h01pr4629,973c26h01
21681,P,973c26h01pr4860,973c26h01
21682,A,973c26h01pr0005,973c26h01pr4860
21683,A,973c26h01pr0058,973c26h01pr4860
21684,A,973c26h01pr0145,973c26h01pr4860
21685,P,973c26h01pr4354,973c26h01
21686,A,92456c01pr0019,92456c01pr0062
21687,P,973c28h22pr4563,973c28h22
21688,P,973c01h01pr1702,973c01h01
21689,P,973c01h01pr2114,973c01h01
21690,P,973c01h01pr2162,973c01h01
21691,P,973c01h01pr0030,973c01h01
21692,P,973c01h01pr2329,973c01h01
21693,P,973c01h01pr5087,973c01h01
21694,P,973c01h01pr4684,973c01h01
21695,A,973c01h01pr4684,973c01h01pr0090
21696,A,973c01h01pr1439,973c01h01pr0030
21697,A,973c01h01pr0806,973c01h01pr1444
21698,A,973c01h01pr2162,973c01h01pr1444
21699,A,973c01h01pr1652,973c01h01pr3812
21700,A,973c01h01pr3876,973c01h01pr3812
21701,P,973c01h01pr1958,973c01h01
21702,P,973c01h01pr1699,973c01h01
21703,A,973c01h01pr1699,973c01h01pr3222
21704,A,973c01h01pr1654,973c01h01pr3222
21705,A,973c01h01pr3809,973c01h01pr3222
21706,P,973c01h01pr3809,973c01h01
21707,A,973c01h01pr4112,973c01h01pr3222
21708,P,973c01h01pr4112,973c01h01
21709,P,973c01h01pr3527,973c01h01
21710,P,973c01h01pr0018,973c01h01
21711,P,973c01h01pr0023,973c01h01
21712,P,973c01h01pr3540,973c01h01
21713,P,973c01h01pr1520,973c01h01
21714,P,973c01h01pr2923,973c01h01
21715,P,973c28h01pr9999,973c28h01
21716,P,973c03h03pr3035,973c03h03
21717,P,973c01h03pr0005,973c01h03
21718,P,973c02h02pr0122,973c02h02
21719,P,973c02h02pr4264,973c02h02
21720,P,973c02h02pr4660,973c02h02
21721,P,973c02h02pr5341,973c02h02
21722,P,973c02h02pr4865,973c02h02
21723,P,973c28h28pr0006,973c28h28
21724,P,973c28h03pr4556,973c28h03
21725,P,973c28h03pr5238,973c28h03
