,inventory_id,set_num,quantity
2866,49630,71027-5,4
2867,49630,71027-6,4
2868,49630,71027-7,3
2869,49630,71027-8,3
2870,49630,71027-9,5
2871,49677,71027-1,1
2872,49677,71027-10,1
2873,49677,71027-11,1
2874,49677,71027-12,1
2875,49677,71027-13,1
2876,49677,71027-14,1
2877,49677,71027-15,1
2878,49677,71027-16,1
2879,49677,71027-2,1
2880,49677,71027-3,1
2881,49677,71027-4,1
2882,49677,71027-5,1
2883,49677,71027-6,1
2884,49677,71027-7,1
2885,49677,71027-8,1
2886,49677,71027-9,1
2887,50665,70736-1,1
2888,50665,70738-1,1
2889,54703,5002887-1,1
2890,54703,9780756656232-2,1
2891,61767,41077-1,1
2892,61767,41078-1,1
2893,65362,45544-1,1
2894,65362,45560-1,1
2895,69971,2855125-1,1
2896,69977,10060-1,1
2897,69977,10145-1,1
2898,69977,3458-1,1
2899,69977,3462-1,1
2900,70292,71361-1,1
2901,70292,71361-10,1
2902,70292,71361-2,1
2903,70292,71361-3,1
2904,70292,71361-4,1
2905,70292,71361-5,1
2906,70292,71361-6,1
2907,70292,71361-7,1
2908,70292,71361-8,1
2909,70292,71361-9,1
2910,70295,71361-1,2
2911,70295,71361-10,2
2912,70295,71361-2,2
2913,70295,71361-3,2
2914,70295,71361-4,2
2915,70295,71361-5,2
2916,70295,71361-6,2
2917,70295,71361-7,2
2918,70295,71361-8,2
2919,70295,71361-9,2
2920,70720,4274258-1,1
2921,70720,4274259-1,1
2922,70831,71361-0,20
2923,72217,76140-1,1
2924,72217,76141-1,1
2925,72217,76146-1,1
2926,72222,71028-0,60
2927,72223,71028-1,1
2928,72223,71028-10,1
2929,72223,71028-11,1
2930,72223,71028-12,1
2931,72223,71028-13,1
2932,72223,71028-14,1
2933,72223,71028-15,1
2934,72223,71028-16,1
2935,72223,71028-2,1
2936,72223,71028-3,1
2937,72223,71028-4,1
2938,72223,71028-5,1
2939,72223,71028-6,1
2940,72223,71028-7,1
2941,72223,71028-8,1
2942,72223,71028-9,1
2943,72630,71001-1,1
2944,72630,71001-10,1
2945,72630,71001-11,1
2946,72630,71001-12,1
2947,72630,71001-13,1
2948,72630,71001-14,1
2949,72630,71001-15,1
2950,72630,71001-16,1
2951,72630,71001-2,1
2952,72630,71001-3,1
2953,72630,71001-4,1
2954,72630,71001-5,1
2955,72630,71001-6,1
2956,72630,71001-7,1
2957,72630,71001-8,1
2958,72630,71001-9,1
2959,73585,41608-1,1
2960,73585,41609-1,1
2961,73586,41451-1,1
2962,73586,41452-1,1
2963,74937,30541-1,1
2964,74956,30381-1,1
2965,76670,60207-1,1
2966,76670,60213-1,1
2967,76670,60219-1,1
2968,76876,75973-1,1
2969,76876,OWIK-2,1
2970,77814,60247-1,1
2971,77814,60250-1,1
2972,77815,60224-1,1
2973,77815,60225-1,1
2974,77816,21140-1,1
2975,77816,21145-1,1
2976,77817,75890-1,1
2977,77817,75891-1,1
2978,77818,41900-1,1
2979,77818,41902-1,1
2980,77818,41905-1,1
2981,77818,41908-1,1
2982,77963,30364-1,1
2983,77976,30571-1,1
2984,79504,71386-1,1
2985,79504,71386-10,1
2986,79504,71386-2,1
2987,79504,71386-3,1
2988,79504,71386-4,1
2989,79504,71386-5,1
2990,79504,71386-6,1
2991,79504,71386-7,1
2992,79504,71386-8,1
2993,79504,71386-9,1
2994,80924,71386-0,20
2995,81986,11926-1,1
2996,82555,71013-0,60
2997,82558,71025-0,30
2998,82965,60250-1,1
2999,82965,60251-1,1
3000,83246,71029-1,1
3001,83246,71029-10,1
3002,83246,71029-11,1
3003,83246,71029-12,1
3004,83246,71029-2,1
3005,83246,71029-3,1
3006,83246,71029-4,1
3007,83246,71029-5,1
3008,83246,71029-6,1
3009,83246,71029-7,1
3010,83246,71029-8,1
3011,83246,71029-9,1
3012,83247,71029-0,36
3013,84230,2000471-1,24
3014,84230,45401-1,12
3015,84231,2000470-1,24
3016,84231,45400-1,12
3017,85961,71029-0,6
3018,86630,6349570-1,1
3019,86630,6349571-1,1
3020,86879,40357-1,1
3021,86879,PE770441-1,1
3022,87120,60247-1,1
3023,87120,60249-1,1
3024,87431,4186868-1,1
3025,87431,4186870-1,1
3026,87431,4186872-1,1
3027,87431,4186874-1,1
3028,87431,4186875-1,1
3029,87445,10715-1,1
3030,87445,60180-1,1
3031,87445,60218-1,1
3032,87522,70628-1,1
3033,87522,70633-1,1
3034,87522,70634-1,1
3035,87522,70635-1,1
3036,87522,853760-1,1
3037,87523,41330-1,1
3038,87523,41335-1,1
3039,87523,853775-1,1
3040,87524,60171-1,1
3041,87524,60172-1,1
3042,87524,60176-1,1
3043,88083,40176-1,1
3044,88083,40298-1,1
3045,88083,5001621-1,1
3046,88083,5002938-1,1
3047,88083,5002947-1,1
3048,89085,60147-1,1
3049,89085,60148-1,1
3050,89085,60149-1,1
3051,89085,60150-1,1
3052,89085,60152-1,1
3053,89210,30612-1,1
3054,89348,76061-1,1
3055,89348,76072-1,1
3056,89348,76073-1,1
3057,89350,70322-1,1
3058,89353,70589-1,1
3059,89355,70592-1,1
3060,89444,2000715-1,2
3061,89444,2045300-1,1
3062,89444,45300-1,6
3063,89444,5004838-1,6
3064,89447,2000715-1,3
3065,89447,2045300-1,1
3066,89447,45300-1,8
3067,89447,5004838-1,8
3068,89482,45300-1,12
3069,89487,2045100-1,1
3070,89487,45100-1,10
3071,89488,2045102-1,1
3072,89488,45102-1,10
3073,89491,2045210-1,1
3074,89491,45210-1,1
3075,89492,2045210-1,1
3076,89492,45210-1,15
3077,89693,43101-1,1
3078,89693,43101-10,1
3079,89693,43101-11,1
3080,89693,43101-12,1
3081,89693,43101-2,1
3082,89693,43101-3,1
3083,89693,43101-4,1
3084,89693,43101-5,1
3085,89693,43101-6,1
3086,89693,43101-7,1
3087,89693,43101-8,1
3088,89693,43101-9,1
3089,90226,60284-1,1
3090,90226,60286-1,1
3091,90318,2045102-1,1
3092,90318,45102-1,1
3093,90540,2045101-1,1
3094,90540,45101-1,1
3095,90544,2045103-1,1
3096,90544,45103-1,1
3097,90548,45110-1,1
3098,90549,2045100-1,1
3099,90549,45100-1,1
3100,91080,9580-1,1
3101,91082,9580-1,1
3102,91083,9580-1,1
3103,91083,9585-1,1
3104,91084,9585-1,1
3105,91098,30605-1,1
3106,91102,30605-1,1
3107,91106,5005107-1,1
3108,91106,5005108-1,1
3109,91106,5005110-1,1
3110,91106,5005112-1,1
3111,91106,5005144-1,1
3112,91106,5005145-1,1
3113,91106,5005146-1,1
3114,91106,5005147-1,1
3115,91106,5005148-1,1
3116,91111,41554-1,4
3117,91111,41555-1,4
3118,91111,41556-1,4
3119,91111,41557-1,3
3120,91111,41558-1,3
3121,91111,41559-1,3
3122,91111,41560-1,3
3123,91111,41561-1,3
3124,91111,41562-1,3
3125,91112,41563-1,4
3126,91112,41564-1,4
3127,91112,41565-1,4
3128,91112,41566-1,3
3129,91112,41567-1,3
3130,91112,41568-1,3
3131,91112,41569-1,3
3132,91112,41570-1,3
3133,91112,41571-1,3
3134,91113,41500-1,4
3135,91113,41501-1,4
3136,91113,41502-1,4
3137,91113,41503-1,3
3138,91113,41504-1,3
3139,91113,41505-1,3
3140,91113,41506-1,3
3141,91113,41507-1,3
3142,91113,41508-1,3
3143,91114,41509-1,4
3144,91114,41510-1,4
3145,91114,41511-1,4
3146,91114,41512-1,3
3147,91114,41513-1,3
3148,91114,41514-1,3
3149,91114,41515-1,3
3150,91114,41516-1,3
3151,91114,41517-1,3
3152,91115,41518-1,4
3153,91115,41519-1,4
3154,91115,41520-1,4
3155,91115,41521-1,3
3156,91115,41522-1,3
3157,91115,41523-1,3
3158,91115,41524-1,3
3159,91115,41525-1,3
3160,91115,41526-1,3
3161,91117,41527-1,4
3162,91117,41528-1,4
3163,91117,41529-1,4
3164,91117,41530-1,3
3165,91117,41531-1,3
3166,91117,41532-1,3
3167,91117,41533-1,3
3168,91117,41534-1,3
3169,91117,41535-1,3
3170,91119,41536-1,4
3171,91119,41537-1,4
3172,91119,41538-1,4
3173,91119,41539-1,3
3174,91119,41540-1,3
3175,91119,41541-1,3
3176,91119,41542-1,3
3177,91119,41543-1,3
3178,91119,41544-1,3
3179,91120,41545-1,4
3180,91120,41546-1,4
3181,91120,41547-1,4
3182,91120,41548-1,3
3183,91120,41549-1,3
3184,91120,41550-1,3
3185,91120,41551-1,3
3186,91120,41552-1,3
3187,91120,41553-1,3
3188,91121,41572-1,4
3189,91121,41573-1,4
3190,91121,41574-1,4
3191,91121,41575-1,3
3192,91121,41576-1,3
3193,91121,41577-1,3
3194,91121,41578-1,3
3195,91121,41579-1,3
3196,91121,41580-1,3
3197,91182,30604-1,1
3198,91184,30606-1,1
3199,92392,9580-1,1
3200,93015,2586-1,1
3201,93222,3302-1,1
3202,93222,3303-1,1
3203,93222,3305-1,2
3204,93222,3306-1,1
3205,93222,3320-1,2
3206,93405,2181-1,1
3207,93413,5005997-1,1
3208,94190,2855123-1,1
3209,94191,2855127-1,1
3210,95648,30623-1,1
3211,95686,30526-1,1
3212,96449,1477-1,1
3213,96449,1478-1,1
3214,96449,1479-1,1
3215,96449,1480-1,1
3216,96449,1481-1,1
3217,96767,6808-1,1
3218,96767,6848-1,1
3219,96902,71030-1,1
3220,96902,71030-10,1
3221,96902,71030-11,1
3222,96902,71030-12,1
3223,96902,71030-2,1
3224,96902,71030-3,1
3225,96902,71030-4,1
3226,96902,71030-5,1
3227,96902,71030-6,1
3228,96902,71030-7,1
3229,96902,71030-8,1
3230,96902,71030-9,1
3231,97043,71030-0,36
3232,97109,41901-1,1
3233,97109,41904-1,1
3234,97109,41916-1,1
3235,97109,41917-1,1
3236,97110,41902-1,1
3237,97110,41903-1,1
3238,97110,41905-1,1
3239,97110,41908-1,1
3240,98269,10153-1,1
3241,98269,2159-1,1
3242,98269,4548-1,1
3243,98503,71030-0,6
3244,98685,43108-1,1
3245,98685,43108-10,1
3246,98685,43108-11,1
3247,98685,43108-12,1
3248,98685,43108-2,1
3249,98685,43108-3,1
3250,98685,43108-4,1
3251,98685,43108-5,1
3252,98685,43108-6,1
3253,98685,43108-7,1
3254,98685,43108-8,1
3255,98685,43108-9,1
3256,98815,10013-1,1
3257,98815,10014-1,1
3258,98815,10015-1,1
3259,98815,10016-1,1
3260,98815,10017-1,1
3261,98815,4515-1,1
3262,98815,4520-1,2
3263,98815,5300-1,1
3264,98815,KT205-1,1
3265,98905,10013-1,1
3266,98905,10014-1,1
3267,98905,10015-1,1
3268,98905,10016-1,1
3269,98905,10017-1,1
3270,98905,4515-1,1
3271,98905,4520-1,2
3272,98905,4548-1,1
3273,98905,5300-1,1
3274,98905,KT205-1,1
3275,98908,10013-1,1
3276,98908,10014-1,1
3277,98908,4515-1,1
3278,98908,4520-1,2
3279,98908,4548-1,1
3280,98908,5300-1,1
3281,101217,2878-1,1
3282,103094,4858-1,1
3283,103094,4860-1,1
3284,103155,4666-1,1
3285,103155,4669-1,1
3286,103156,1760-1,1
3287,103156,6649-1,1
3288,103156,6665-1,1
3289,103357,11006-1,1
3290,103357,11007-1,1
3291,103357,11009-1,1
3292,103357,11012-1,1
3293,107149,71031-1,1
3294,107149,71031-10,1
3295,107149,71031-11,1
3296,107149,71031-12,1
3297,107149,71031-2,1
3298,107149,71031-3,1
3299,107149,71031-4,1
3300,107149,71031-5,1
3301,107149,71031-6,1
3302,107149,71031-7,1
3303,107149,71031-8,1
3304,107149,71031-9,1
3305,107540,71394-1,1
3306,107540,71394-10,1
3307,107540,71394-2,1
3308,107540,71394-3,1
3309,107540,71394-4,1
3310,107540,71394-5,1
3311,107540,71394-6,1
3312,107540,71394-7,1
3313,107540,71394-8,1
3314,107540,71394-9,1
3315,107541,71386-0,20
3316,108253,76168-1,1
3317,108253,76169-1,1
3318,108253,76171-1,1
3319,108812,45400-1,12
3320,108813,45400-1,1
3321,108813,45678-1,1
3322,108813,45680-1,1
3323,108814,45400-1,4
3324,108814,45678-1,4
3325,108991,71031-0,36
3326,110758,71031-0,6
3327,110868,10282-1,1
3328,110868,FOOTSHOP-1,1
3329,112213,71360-1,1
3330,112213,71387-1,1
3331,112214,71387-1,1
3332,112214,71388-1,1
3333,112214,71389-1,1
3334,112214,71390-1,1
3335,112214,71391-1,1
3336,112215,71380-1,1
3337,112215,71388-1,1
3338,112215,71389-1,1
3339,112482,71018-0,60
3340,112484,71017-0,60
3341,112485,71019-0,60
3342,112486,71022-0,60
3343,112905,71360-1,1
3344,112905,71393-1,1
3345,113607,43101-0,2
3346,113607,43103-1,1
3347,113607,43114-1,1
3348,113608,43110-1,1
3349,113608,43111-1,1
3350,113610,43101-0,5
3351,113610,43112-1,1
3352,113612,43101-0,2
3353,113612,43111-1,1
3354,113612,43112-1,1
3355,113613,43106-1,1
3356,113613,43113-1,1
3357,113614,43101-0,2
3358,113614,43109-1,1
3359,113614,43115-1,1
3360,113615,43101-0,3
3361,113616,40420-1,1
3362,113616,40421-1,1
3363,113616,75550-1,1
3364,113616,854071-1,1
3365,113617,30387-1,1
3366,113617,75546-1,1
3367,113617,75547-1,1
3368,113618,40372-1,1
3369,113618,60243-1,1
3370,113618,60245-1,1
3371,113619,10934-1,1
3372,113619,2304-1,1
3373,114344,43108-0,24
3374,114345,43101-0,24
3375,114473,5007068-1,1
3376,114473,5007071-1,1
3377,115094,41442-1,1
3378,115094,41662-1,1
3379,115094,41663-1,1
3380,115094,41692-1,1
3381,115095,60256-1,1
3382,115095,60285-1,1
3383,115097,75269-1,1
3384,115097,75270-1,1
3385,115097,75271-1,1
3386,116725,71402-1,1
3387,116725,71402-10,1
3388,116725,71402-2,1
3389,116725,71402-3,1
3390,116725,71402-4,1
3391,116725,71402-5,1
3392,116725,71402-6,1
3393,116725,71402-7,1
3394,116725,71402-8,1
3395,116725,71402-9,1
3396,118098,41922-1,1
3397,118098,41930-1,1
3398,118098,41933-1,1
3399,118098,41940-1,1
3400,118098,43195-1,1
3401,118098,5007117-1,1
3402,118098,5007119-1,1
3403,118098,853968-1,1
3404,118098,853969-1,1
3405,118696,60239-1,1
3406,118696,60241-1,1
3407,118696,60242-1,1
3408,118699,31099-1,1
3409,118699,31100-1,1
3410,118699,31102-1,1
3411,118961,71032-1,1
3412,118961,71032-10,1
3413,118961,71032-11,1
3414,118961,71032-12,1
3415,118961,71032-2,1
3416,118961,71032-3,1
3417,118961,71032-4,1
3418,118961,71032-5,1
3419,118961,71032-6,1
3420,118961,71032-7,1
3421,118961,71032-8,1
3422,118961,71032-9,1
3423,122079,71032-0,6
3424,122081,71032-0,36
3425,124439,30420-1,1
3426,124439,5006880-1,1
3427,126501,4098-1,1
3428,126501,4100-1,1
3429,126877,40301731-1,1
3430,126877,5001383-1,1
3431,126877,5003568-1,1
3432,126877,5004268-1,1
3433,128105,9781912564651-1,1
3434,128105,9788325329020-1,1
3435,128202,30408-1,1
3436,128202,40236-1,1
3437,128202,40379-1,1
3438,128442,5000281-1,1
3439,128473,5000193818-1,1
3440,128478,5002946-1,1
3441,128478,5005059-1,1
3442,129908,71360-1,1
3443,129908,71398-1,1
3444,129908,71400-1,1
3445,129909,71387-1,1
3446,129909,71397-1,1
3447,129909,71399-1,1
3448,129909,71401-1,1
3449,131400,30625-1,1
3450,131401,30625-1,1
3451,131402,30625-1,1
3452,131403,30625-1,1
3453,134109,71033-0,36
3454,134111,71033-0,6
3455,134117,71033-1,1
3456,134117,71033-10,1
3457,134117,71033-11,1
3458,134117,71033-12,1
3459,134117,71033-2,1
3460,134117,71033-3,1
3461,134117,71033-4,1
3462,134117,71033-5,1
3463,134117,71033-6,1
3464,134117,71033-7,1
3465,134117,71033-8,1
3466,134117,71033-9,1
3467,134720,6412186-1,1
3468,134720,6418411-1,1
3469,135710,5005996-1,1
3470,135710,5006002-1,1
3471,135710,5006003-1,1
3472,135710,5006005-1,1
3473,135821,4529-1,1
3474,135821,4530-1,1
3475,135821,4597-1,1
3476,135825,5001162-1,1
3477,135825,8028-1,1
3478,135829,5002211-1,1
3479,135829,9495-1,1
3480,135830,5002210-1,1
3481,135830,7879-1,1
3482,135831,5002210-1,1
3483,135831,9526-1,1
3484,135847,9688-1,1
3485,135850,5003420-1,1
3486,135850,5003421-1,1
3487,135850,5003426-1,1
3488,135850,5003427-1,1
3489,135880,60296-1,1
3490,135880,60297-1,1
3491,135880,60298-1,1
3492,135961,4509-1,1
3493,135961,9349-1,1
3494,135961,9384-1,1
3495,135961,9385-1,1
3496,135961,9386-1,1
3497,135986,45010-1,1
3498,135986,4509-1,1
3499,135986,9090-1,1
3500,135987,42026-1,1
3501,135987,42027-1,1
3502,135988,9641-1,1
3503,135988,9686-1,1
3504,135989,9286-1,1
3505,135989,9348-1,1
3506,135989,9384-1,1
3507,135989,9389-1,1
3508,136043,45570-1,1
3509,136044,45544-1,1
3510,136045,9686-1,1
3511,136045,9688-1,1
3512,136047,9689-1,1
3513,136048,9333-1,1
3514,136048,9335-1,1
3515,136048,9348-1,1
3516,136048,9387-1,1
3517,136049,9594-1,1
3518,136049,9695-1,1
3519,136049,9797-1,1
3520,136050,9594-1,1
3521,136051,9349-1,1
3522,136051,9385-1,1
3523,136053,5002204-1,1
3524,136054,60032-1,1
3525,136054,60033-1,1
3526,136054,60034-1,1
3527,136055,31023-1,1
3528,136055,31024-1,1
3529,136056,76019-1,1
3530,136056,76020-1,1
3531,136056,76021-1,1
3532,136056,76022-1,1
3533,136060,79115-1,1
3534,136060,79116-1,1
3535,136060,79117-1,1
3536,136061,70149-1,1
3537,136061,70150-1,1
3538,136061,70155-1,1
3539,136063,10514-1,1
3540,136063,10526-1,1
3541,136063,10539-1,1
3542,136068,10544-1,1
3543,136068,10545-1,1
3544,136070,75049-1,1
3545,136070,75050-1,1
3546,136070,75052-1,1
3547,136070,75054-1,1
3548,136070,75055-1,1
3549,136071,41032-1,1
3550,136071,41033-1,1
3551,136071,41036-1,1
3552,136071,41038-1,1
3553,136074,75038-1,1
3554,136074,75039-1,1
3555,136074,75040-1,1
3556,136074,75041-1,1
3557,136074,853412-1,1
3558,136190,41103-1,1
3559,136190,41104-1,1
3560,136190,41105-1,1
3561,136190,41107-1,1
3562,136193,75900-1,1
3563,136193,75902-1,1
3564,136193,75904-1,1
3565,136194,76036-1,1
3566,136194,76037-1,1
3567,136195,76034-1,1
3568,136195,76035-1,1
3569,136196,21119-1,1
3570,136196,21120-1,1
3571,136196,21121-1,1
3572,136196,21122-1,1
3573,136197,75107-1,1
3574,136197,75108-1,1
3575,136197,75109-1,1
3576,136197,75110-1,1
3577,136197,75111-1,1
3578,136197,75112-1,1
3579,136352,2000700-1,1
3580,136352,2000701-1,1
3581,136352,2000702-1,1
3582,136352,2000703-1,1
3583,136352,2000704-1,1
3584,136352,2000705-1,1
3585,136352,2000706-1,1
3586,136352,45544-1,4
3587,136352,45570-1,1
3588,136352,9688-1,4
3589,136352,9749-1,4
3590,136356,75093-1,1
3591,136356,75159-1,1
3592,136357,9348-1,1
3593,136357,9349-1,1
3594,136358,45014-1,1
3595,136358,45017-1,1
3596,136359,45013-1,1
3597,136359,45014-1,1
3598,136359,45015-1,1
3599,136359,45016-1,1
3600,136359,45017-1,1
3601,136360,45013-1,1
3602,136360,45015-1,1
3603,136360,45016-1,1
3604,136363,9688-1,1
3605,136363,9749-1,1
3606,136366,70905-1,1
3607,136366,70906-1,1
3608,136373,41312-1,1
3609,136373,41315-1,1
3610,136373,41316-1,1
3611,136374,60153-1,1
3612,136374,60164-1,1
3613,136374,60165-1,1
3614,136375,70609-1,1
3615,136375,70614-1,1
3616,136376,70613-1,1
3617,136376,70615-1,1
3618,136378,70610-1,1
3619,136378,70611-1,1
3620,136484,60191-1,1
3621,136484,60192-1,1
3622,136484,60193-1,1
3623,136484,60194-1,1
3624,136484,60195-1,1
3625,136485,10867-1,1
3626,136485,10868-1,1
3627,136485,10869-1,1
3628,136485,10870-1,1
3629,136486,41333-1,1
3630,136486,41339-1,1
3631,136486,41343-1,1
3632,136486,41347-1,1
3633,136487,70652-1,1
3634,136487,70654-1,1
3635,136487,70658-1,1
3636,136488,76101-1,1
3637,136488,76102-1,1
3638,136488,76104-1,1
3639,136488,76107-1,1
3640,136488,76108-1,1
3641,136489,75200-1,1
3642,136489,75203-1,1
3643,136489,75208-1,1
3644,136489,75218-1,1
3645,136489,75220-1,1
3646,136490,40350-1,1
3647,136490,42092-1,1
3648,136490,5005757-1,1
3649,136492,40350-1,1
3650,136492,5005757-1,1
3651,136492,70667-1,1
3652,136494,40350-1,1
3653,136494,5005757-1,1
3654,136494,60208-1,1
3655,136495,40350-1,1
3656,136495,41366-1,1
3657,136495,5005757-1,1
3658,136510,5001386-1,1
3659,136510,5005906-1,1
3660,136510,853910-1,1
3661,136510,853967-1,1
3662,136513,40414-1,1
3663,136513,71360-1,1
3664,136605,41509-1,1
3665,136605,41510-1,1
3666,136605,41511-1,1
3667,136605,41512-1,1
3668,136605,41513-1,1
3669,136605,41514-1,1
3670,136605,41515-1,1
3671,136605,41516-1,1
3672,136605,41517-1,1
3673,136813,41006-1,1
3674,136813,41013-1,1
3675,136813,850781-1,1
3676,136905,9797-1,1
3677,136906,9695-1,1
3678,136906,9797-1,1
3679,136907,9641-1,1
3680,136909,9695-1,1
3681,136909,9797-1,1
3682,136910,5003420-1,1
3683,136910,5003421-1,1
3684,136911,5003426-1,1
3685,136911,5003427-1,1
3686,136912,45544-1,1
3687,136912,45560-1,1
3688,137005,70229-1,1
3689,137005,70230-1,1
3690,137005,70231-1,1
3691,137005,70232-1,1
3692,137006,70783-1,1
3693,137006,70787-1,1
3694,137007,70220-1,1
3695,137007,70221-1,1
3696,137008,60068-1,1
3697,137008,60069-1,1
3698,137009,70782-1,1
3699,137009,70788-1,1
3700,137010,70778-1,1
3701,137010,70784-1,1
3702,137011,41085-1,1
3703,137011,41086-1,1
3704,137011,41087-1,1
3705,137011,41088-1,1
3706,137011,41089-1,1
3707,137012,70779-1,1
3708,137012,70785-1,1
3709,137013,70781-1,1
3710,137013,70789-1,1
3711,137014,70780-1,1
3712,137014,70786-1,1
3713,139759,60079-1,1
3714,139759,60080-1,1
