,inventory_id,fig_num,quantity
11246,18953,fig-007746,1
11247,18965,fig-001622,1
11248,18966,fig-001541,1
11249,19004,fig-007232,1
11250,19004,fig-007233,1
11251,19004,fig-007234,1
11252,19004,fig-007235,1
11253,19006,fig-007264,1
11254,19006,fig-007265,1
11255,19008,fig-007273,1
11256,19008,fig-007274,1
11257,19008,fig-007275,1
11258,19008,fig-007276,1
11259,19010,fig-007277,1
11260,19010,fig-007278,1
11261,19010,fig-007279,1
11262,19011,fig-007280,1
11263,19011,fig-007281,1
11264,19023,fig-005612,1
11265,19023,fig-005613,1
11266,19023,fig-005614,1
11267,19024,fig-001623,1
11268,19029,fig-001594,1
11269,19029,fig-003488,1
11270,19030,fig-009810,1
11271,19030,fig-009811,1
11272,19030,fig-009812,1
11273,19030,fig-009813,1
11274,19030,fig-009814,1
11275,19030,fig-009815,1
11276,19030,fig-009816,1
11277,19030,fig-009817,1
11278,19030,fig-009818,1
11279,19030,fig-009819,1
11280,19030,fig-009820,1
11281,19030,fig-009821,1
11282,19030,fig-009822,1
11283,19030,fig-009823,1
11284,19030,fig-009824,1
11285,19033,fig-003435,1
11286,19033,fig-003436,1
11287,19034,fig-001624,1
11288,19035,fig-003432,1
11289,19036,fig-001625,1
11290,19037,fig-001626,1
11291,19043,fig-001627,1
11292,19057,fig-001679,1
11293,19057,fig-003575,1
11294,19060,fig-002617,1
11295,19060,fig-002618,1
11296,19060,fig-010336,1
11297,19069,fig-003576,1
11298,19069,fig-003577,1
11299,19076,fig-006504,1
11300,19076,fig-006512,1
11301,19076,fig-006513,1
11302,19076,fig-006514,1
11303,19076,fig-006515,1
11304,19076,fig-006516,1
11305,19119,fig-002607,1
11306,19119,fig-002608,1
11307,19192,fig-001628,1
11308,19195,fig-001762,1
11309,19195,fig-002691,1
11310,19195,fig-002692,1
11311,19200,fig-006478,1
11312,19200,fig-006501,1
11313,19201,fig-002118,1
11314,19201,fig-006500,1
11315,19228,fig-002611,1
11316,19228,fig-002612,1
11317,19229,fig-002595,1
11318,19229,fig-002596,1
11319,19231,fig-002874,1
11320,19231,fig-002891,1
11321,19231,fig-002892,1
11322,19231,fig-002893,1
11323,19269,fig-000249,1
11324,19269,fig-003119,1
11325,19269,fig-003120,1
11326,19275,fig-002528,1
11327,19275,fig-002529,1
11328,19310,fig-003125,1
11329,19310,fig-003133,1
11330,19310,fig-003140,1
11331,19311,fig-003114,1
11332,19311,fig-003117,1
11333,19311,fig-003137,1
11334,19311,fig-003138,1
11335,19312,fig-003102,1
11336,19312,fig-003103,1
11337,19312,fig-003121,1
11338,19312,fig-003122,1
11339,19313,fig-001774,1
11340,19313,fig-003104,1
11341,19313,fig-003114,1
11342,19313,fig-003127,1
11343,19313,fig-003128,1
11344,19313,fig-003129,1
11345,19313,fig-003130,1
11346,19313,fig-003131,1
11347,19313,fig-003132,1
11348,19314,fig-000249,1
11349,19314,fig-003102,1
11350,19314,fig-003135,1
11351,19354,fig-001541,1
11352,19403,fig-002922,1
11353,19403,fig-002931,1
11354,19403,fig-002943,1
11355,19403,fig-002953,1
11356,19403,fig-002954,1
11357,19403,fig-002955,1
11358,19403,fig-002956,1
11359,19403,fig-002957,1
11360,19403,fig-002958,1
11361,19403,fig-002959,1
11362,19403,fig-002960,1
11363,19403,fig-002961,1
11364,19403,fig-002962,1
11365,19403,fig-002963,1
11366,19403,fig-002964,1
11367,19403,fig-002965,1
11368,19403,fig-002966,1
11369,19403,fig-002967,1
11370,19406,fig-008417,1
11371,19406,fig-008418,1
11372,19406,fig-008419,1
11373,19406,fig-008420,1
11374,19439,fig-001629,1
11375,19446,fig-001630,1
11376,19447,fig-003441,1
11377,19447,fig-003442,1
11378,19448,fig-003437,1
11379,19448,fig-003438,1
11380,19449,fig-003443,1
11381,19449,fig-003444,1
11382,19449,fig-003445,1
11383,19450,fig-002565,2
11384,19450,fig-002566,1
11385,19450,fig-002567,1
11386,19450,fig-002568,1
11387,19450,fig-002569,1
11388,19466,fig-002692,1
11389,19466,fig-002693,1
11390,19466,fig-002694,1
11391,19466,fig-002697,1
11392,19466,fig-002877,1
11393,19466,fig-002913,1
11394,19466,fig-002931,1
11395,19495,fig-002605,1
11396,19495,fig-002606,1
11397,19497,fig-002609,1
11398,19497,fig-002610,1
11399,19511,fig-005394,1
11400,19511,fig-005395,1
11401,19511,fig-005396,1
11402,19511,fig-005397,1
11403,19511,fig-005398,1
11404,19512,fig-005379,1
11405,19512,fig-005380,1
11406,19512,fig-005381,1
11407,19512,fig-005382,1
11408,19513,fig-005399,1
11409,19513,fig-005402,1
11410,19513,fig-005403,1
11411,19513,fig-005404,1
11412,19514,fig-005231,1
11413,19514,fig-005235,1
11414,19514,fig-005382,1
11415,19514,fig-005399,1
11416,19514,fig-005400,1
11417,19514,fig-005401,1
11418,19516,fig-002918,1
11419,19516,fig-002919,1
11420,19516,fig-002920,1
11421,19516,fig-002921,1
11422,19516,fig-002922,1
11423,19517,fig-002940,1
11424,19517,fig-002943,1
11425,19517,fig-002951,1
11426,19517,fig-002952,1
11427,19522,fig-002893,1
11428,19522,fig-002913,1
11429,19522,fig-002942,1
11430,19522,fig-002943,1
11431,19534,fig-009425,1
11432,19534,fig-009426,1
11433,19534,fig-009427,1
11434,19534,fig-009428,1
11435,19534,fig-009429,1
11436,19534,fig-009430,1
11437,19564,fig-007743,1
11438,19564,fig-007757,1
11439,19565,fig-007266,1
11440,19565,fig-007267,1
11441,19565,fig-007268,1
11442,19565,fig-007269,1
11443,19565,fig-007270,1
11444,19565,fig-007271,1
11445,19565,fig-007272,1
11446,19567,fig-002931,1
11447,19567,fig-002937,1
11448,19567,fig-002938,1
11449,19567,fig-002939,1
11450,19568,fig-002692,1
11451,19568,fig-002695,1
11452,19568,fig-002696,1
11453,19568,fig-002697,1
11454,19571,fig-002692,1
11455,19571,fig-002694,1
11456,19578,fig-002912,1
11457,19578,fig-002913,1
11458,19578,fig-002940,1
11459,19578,fig-002941,1
11460,19579,fig-002921,1
11461,19579,fig-002931,1
11462,19579,fig-002947,1
11463,19579,fig-002948,1
11464,19579,fig-002949,1
11465,19579,fig-002950,1
11466,19582,fig-000248,1
11467,19583,fig-002694,1
11468,19583,fig-002932,1
11469,19583,fig-002933,1
11470,19583,fig-002934,1
11471,19583,fig-002935,1
11472,19583,fig-002936,1
11473,19584,fig-002694,1
11474,19584,fig-002696,1
11475,19584,fig-002944,1
11476,19584,fig-002945,1
11477,19584,fig-002946,1
11478,19585,fig-002887,1
11479,19585,fig-002888,1
11480,19585,fig-002889,1
11481,19585,fig-002890,1
11482,19585,fig-002891,1
11483,19585,fig-002894,1
11484,19585,fig-002895,1
11485,19585,fig-002896,1
11486,19586,fig-003485,1
11487,19586,fig-003486,1
11488,19586,fig-003487,1
11489,19601,fig-007406,1
11490,19601,fig-007407,1
11491,19647,fig-006532,1
11492,19647,fig-006533,1
11493,19647,fig-006534,1
11494,19647,fig-006535,1
11495,19669,fig-008266,1
11496,19669,fig-008267,1
11497,19670,fig-001714,1
11498,19670,fig-001810,1
11499,19670,fig-002057,1
11500,19670,fig-002514,1
11501,19670,fig-002544,1
11502,19670,fig-002549,1
11503,19670,fig-002550,1
11504,19670,fig-002551,1
11505,19676,fig-002544,1
11506,19676,fig-004245,1
11507,19676,fig-004246,1
11508,19677,fig-004115,1
11509,19677,fig-004154,1
11510,19677,fig-004277,1
11511,19677,fig-004279,1
11512,19678,fig-004271,1
11513,19678,fig-004273,1
11514,19678,fig-004274,1
11515,19678,fig-011288,1
11516,19679,fig-002552,1
11517,19679,fig-004220,1
11518,19679,fig-004231,1
11519,19679,fig-006235,1
11520,19679,fig-006236,1
11521,19679,fig-006239,1
11522,19679,fig-006240,1
11523,19679,fig-011288,1
11524,19680,fig-004297,1
11525,19680,fig-004298,1
11526,19680,fig-004299,1
11527,19680,fig-004300,1
11528,19680,fig-004302,1
11529,19681,fig-004287,1
11530,19681,fig-004293,1
11531,19681,fig-004295,1
11532,19681,fig-004296,1
11533,19681,fig-011288,1
11534,19682,fig-004271,1
11535,19682,fig-004282,1
11536,19682,fig-004290,1
11537,19682,fig-004291,1
11538,19682,fig-004292,1
11539,19682,fig-010476,1
11540,19682,fig-011288,1
11541,19689,fig-002544,1
11542,19703,fig-000179,1
11543,19703,fig-002594,1
11544,19719,fig-001631,1
11545,19722,fig-001632,1
11546,19737,fig-002062,1
11547,19737,fig-007561,1
11548,19737,fig-007562,1
11549,19737,fig-007563,1
11550,19737,fig-007564,1
11551,19737,fig-007565,1
11552,19738,fig-001633,1
11553,19746,fig-003116,1
11554,19746,fig-003117,1
11555,19746,fig-003118,1
11556,19777,fig-000048,1
11557,19777,fig-000051,1
11558,19777,fig-008268,1
11559,19840,fig-002892,1
11560,19840,fig-006825,1
11561,19842,fig-003427,1
11562,19842,fig-003428,1
11563,19867,fig-000411,1
11564,19867,fig-005842,1
11565,19867,fig-005843,1
11566,19867,fig-005844,1
11567,19868,fig-005848,1
11568,19868,fig-005864,1
11569,19868,fig-005865,1
11570,19868,fig-005866,1
11571,19868,fig-005867,1
11572,19869,fig-000411,1
11573,19869,fig-005855,1
11574,19869,fig-005857,1
11575,19869,fig-005858,1
11576,19871,fig-001634,1
11577,19872,fig-001635,1
11578,19873,fig-003294,1
11579,19873,fig-003296,1
11580,19875,fig-001636,1
11581,19931,fig-001637,1
11582,19932,fig-001638,1
11583,19933,fig-006475,1
11584,19934,fig-001639,1
11585,19935,fig-001640,1
11586,19936,fig-001641,1
11587,19937,fig-001642,1
11588,19938,fig-001643,1
11589,19982,fig-001644,1
11590,19983,fig-001645,1
11591,19984,fig-001646,1
11592,19985,fig-001647,1
11593,19986,fig-006474,1
11594,19987,fig-006476,1
11595,19988,fig-001648,1
11596,19989,fig-001649,1
11597,19990,fig-001650,1
11598,19991,fig-001651,1
11599,20003,fig-001652,1
11600,20004,fig-001637,1
11601,20004,fig-001638,1
11602,20004,fig-001639,1
11603,20004,fig-001640,1
11604,20004,fig-001641,1
11605,20004,fig-001642,1
11606,20004,fig-001643,1
11607,20004,fig-001644,1
11608,20004,fig-001645,1
11609,20004,fig-001646,1
11610,20004,fig-001647,1
11611,20004,fig-001648,1
11612,20004,fig-001649,1
11613,20004,fig-001650,1
11614,20004,fig-001651,1
11615,20004,fig-001652,1
11616,20004,fig-001656,1
11617,20004,fig-006474,1
11618,20004,fig-006475,1
11619,20004,fig-006476,1
11620,20008,fig-000065,1
11621,20013,fig-000140,1
11622,20013,fig-000162,1
11623,20013,fig-000375,1
11624,20013,fig-001290,1
11625,20013,fig-007241,1
11626,20014,fig-000787,1
11627,20014,fig-000817,1
11628,20014,fig-006716,1
11629,20014,fig-006717,1
11630,20036,fig-007400,1
11631,20036,fig-007401,1
11632,20036,fig-007402,1
11633,20036,fig-007403,1
11634,20036,fig-007404,1
11635,20146,fig-006830,1
11636,20146,fig-006831,1
11637,20147,fig-006817,1
11638,20147,fig-006818,1
11639,20147,fig-006819,1
11640,20148,fig-006814,1
11641,20148,fig-006815,1
11642,20148,fig-006816,1
11643,20161,fig-001541,1
11644,20189,fig-000020,2
11645,20189,fig-001127,2
11646,20190,fig-000406,1
11647,20277,fig-006438,1
11648,20277,fig-006439,1
11649,20343,fig-007408,1
11650,20343,fig-007409,1
11651,20343,fig-007410,1
11652,20343,fig-007411,1
11653,20347,fig-001653,1
11654,20381,fig-004592,1
11655,20385,fig-001654,1
11656,20409,fig-001655,1
11657,20479,fig-001656,1
11658,20486,fig-007455,1
11659,20486,fig-007456,1
11660,20486,fig-007457,1
11661,20486,fig-007458,1
11662,20573,fig-007446,1
11663,20573,fig-007447,1
11664,20573,fig-007448,1
11665,20573,fig-007449,1
11666,20581,fig-003829,1
11667,20600,fig-000425,1
11668,20620,fig-001657,1
11669,20628,fig-006662,1
11670,20628,fig-006663,1
11671,20628,fig-006664,1
11672,20628,fig-006665,1
11673,20774,fig-006795,1
11674,20774,fig-006796,1
11675,20850,fig-001658,1
11676,20916,fig-001659,1
11677,20962,fig-001660,1
11678,21002,fig-001804,1
11679,21002,fig-001805,1
11680,21002,fig-004654,1
11681,21002,fig-004863,1
11682,21002,fig-004864,1
11683,21002,fig-004865,1
11684,21002,fig-004866,1
11685,21002,fig-004868,1
11686,21002,fig-004870,1
11687,21002,fig-004871,1
11688,21036,fig-001661,1
11689,21051,fig-001662,1
11690,21077,fig-007919,1
11691,21077,fig-007920,1
11692,21077,fig-007921,1
11693,21079,fig-007833,1
11694,21079,fig-007834,1
11695,21079,fig-007835,1
11696,21079,fig-007836,1
11697,21080,fig-008189,1
11698,21080,fig-008194,1
11699,21080,fig-008195,1
11700,21081,fig-001663,1
11701,21082,fig-001664,1
11702,21083,fig-009423,1
11703,21083,fig-009424,1
11704,21088,fig-001665,1
11705,21089,fig-009325,1
11706,21089,fig-009326,1
11707,21095,fig-001666,1
11708,21096,fig-001667,1
11709,21097,fig-001668,1
11710,21098,fig-007925,1
11711,21098,fig-008020,1
11712,21099,fig-003091,1
11713,21099,fig-003092,1
11714,21099,fig-003093,1
11715,21100,fig-003090,1
11716,21100,fig-003099,1
11717,21100,fig-003100,1
11718,21101,fig-003088,1
11719,21101,fig-003089,1
11720,21101,fig-003090,1
11721,21107,fig-003088,1
11722,21107,fig-003093,1
11723,21107,fig-003094,1
11724,21107,fig-003095,1
11725,21108,fig-003091,1
11726,21108,fig-003096,1
11727,21108,fig-003097,1
11728,21108,fig-003098,1
11729,21113,fig-001672,1
11730,21113,fig-001756,1
11731,21113,fig-010323,1
11732,21114,fig-002634,1
11733,21114,fig-002635,1
11734,21115,fig-002640,1
11735,21115,fig-002641,1
11736,21116,fig-002627,1
11737,21116,fig-002653,1
11738,21117,fig-002636,1
11739,21117,fig-002637,1
11740,21119,fig-002621,1
11741,21119,fig-002622,1
11742,21120,fig-001669,1
11743,21121,fig-001670,1
11744,21122,fig-001671,1
11745,21123,fig-001672,1
11746,21124,fig-001673,1
11747,21125,fig-001674,1
11748,21139,fig-006687,1
11749,21141,fig-007475,1
11750,21141,fig-007476,1
11751,21142,fig-007477,1
11752,21142,fig-007478,1
11753,21143,fig-007472,1
11754,21143,fig-007473,1
11755,21143,fig-007474,1
11756,21145,fig-008338,1
11757,21145,fig-008339,1
11758,21145,fig-008340,1
11759,21145,fig-008341,1
11760,21145,fig-008342,1
11761,21145,fig-008343,1
11762,21194,fig-001675,1
11763,21195,fig-008281,1
11764,21196,fig-009685,1
11765,21197,fig-001847,1
11766,21197,fig-007763,1
11767,21198,fig-007922,1
11768,21198,fig-007923,1
11769,21198,fig-007924,1
11770,21198,fig-007925,1
11771,21199,fig-001890,1
11772,21199,fig-007924,1
11773,21199,fig-007966,1
11774,21199,fig-007967,1
11775,21199,fig-007968,1
11776,21199,fig-007969,1
11777,21199,fig-007970,1
11778,21200,fig-007920,1
11779,21200,fig-007923,1
11780,21200,fig-007965,1
11781,21200,fig-007966,1
11782,21201,fig-007963,1
11783,21201,fig-007964,1
11784,21202,fig-001676,1
11785,21203,fig-001677,1
11786,21204,fig-009836,1
11787,21204,fig-009837,1
11788,21204,fig-009838,1
11789,21205,fig-008283,1
11790,21205,fig-008286,1
11791,21205,fig-008288,1
11792,21205,fig-008289,1
11793,21206,fig-001678,1
11794,21207,fig-008282,1
11795,21207,fig-008285,1
11796,21207,fig-008288,1
11797,21208,fig-008282,1
11798,21208,fig-008283,1
11799,21208,fig-008284,1
11800,21208,fig-008285,1
11801,21208,fig-008286,1
11802,21208,fig-008287,1
11803,21213,fig-009346,1
11804,21213,fig-009347,1
11805,21214,fig-009330,1
11806,21214,fig-009331,1
11807,21215,fig-002046,1
11808,21215,fig-004579,1
11809,21215,fig-004580,1
11810,21216,fig-005408,1
11811,21216,fig-005409,1
11812,21216,fig-005410,1
11813,21216,fig-005411,1
11814,21216,fig-005412,1
11815,21217,fig-001870,1
11816,21217,fig-005405,1
11817,21217,fig-005406,1
11818,21217,fig-005407,1
11819,21218,fig-010639,1
11820,21219,fig-001680,1
11821,21220,fig-003602,1
11822,21220,fig-003603,1
11823,21221,fig-003588,1
11824,21221,fig-003589,1
11825,21222,fig-001899,1
11826,21222,fig-003595,1
11827,21223,fig-001681,1
11828,21223,fig-003596,1
11829,21230,fig-001672,1
11830,21232,fig-008981,1
11831,21234,fig-001991,1
11832,21234,fig-002094,1
11833,21234,fig-002198,1
11834,21235,fig-001953,1
11835,21235,fig-005327,1
11836,21236,fig-005964,1
11837,21236,fig-005965,1
11838,21237,fig-001682,1
11839,21239,fig-002118,1
11840,21239,fig-006478,1
11841,21239,fig-006485,1
11842,21240,fig-006491,1
11843,21240,fig-006497,1
11844,21240,fig-006511,1
11845,21241,fig-001683,1
11846,21242,fig-006477,1
11847,21242,fig-006492,1
11848,21242,fig-006510,1
11849,21243,fig-006521,1
11850,21243,fig-006522,1
11851,21244,fig-006498,1
11852,21244,fig-006519,1
11853,21244,fig-006520,1
11854,21245,fig-001683,1
11855,21245,fig-002118,1
11856,21245,fig-006480,1
11857,21246,fig-002820,1
11858,21246,fig-002821,1
11859,21247,fig-001684,1
11860,21248,fig-001685,1
11861,21249,fig-001686,1
11862,21250,fig-001687,1
11863,21251,fig-001688,1
11864,21252,fig-001689,1
11865,21253,fig-002871,1
11866,21253,fig-002872,1
11867,21254,fig-002805,1
11868,21254,fig-002808,1
11869,21255,fig-002881,1
11870,21255,fig-002882,1
11871,21255,fig-002883,1
11872,21255,fig-002884,1
11873,21255,fig-002885,1
11874,21256,fig-002467,1
11875,21256,fig-002468,1
11876,21256,fig-002469,1
11877,21257,fig-001930,1
11878,21257,fig-002815,1
11879,21257,fig-002816,1
11880,21258,fig-002807,1
11881,21258,fig-002808,1
11882,21258,fig-002809,1
11883,21258,fig-002810,1
11884,21258,fig-002811,1
11885,21258,fig-002812,1
11886,21258,fig-002813,1
11887,21258,fig-002886,1
11888,21271,fig-001541,1
11889,21271,fig-002212,1
11890,21272,fig-004875,1
11891,21272,fig-004876,1
11892,21272,fig-004877,1
11893,21272,fig-004878,1
11894,21272,fig-004879,1
11895,21273,fig-001804,1
11896,21273,fig-002175,1
11897,21273,fig-002176,1
11898,21274,fig-004627,1
11899,21274,fig-004872,1
11900,21274,fig-004873,1
11901,21274,fig-004874,1
11902,21275,fig-004606,1
11903,21275,fig-004634,1
11904,21275,fig-004858,1
11905,21275,fig-004859,1
11906,21275,fig-004860,1
11907,21275,fig-004861,1
11908,21276,fig-001690,1
11909,21277,fig-002873,1
11910,21277,fig-002874,1
11911,21277,fig-002875,1
11912,21277,fig-002876,1
11913,21278,fig-002694,1
11914,21278,fig-002912,1
11915,21278,fig-002915,1
11916,21278,fig-002916,1
11917,21278,fig-002917,1
11918,21279,fig-002875,1
11919,21279,fig-002877,1
11920,21279,fig-002878,1
11921,21279,fig-002879,1
11922,21279,fig-002880,1
11923,21280,fig-002873,1
11924,21280,fig-002910,1
11925,21280,fig-002911,1
11926,21280,fig-002912,1
11927,21280,fig-002913,1
11928,21280,fig-002914,1
11929,21500,fig-006957,1
11930,21500,fig-006962,1
11931,21500,fig-006967,1
11932,21500,fig-006968,1
11933,21500,fig-006969,1
11934,21550,fig-004842,1
11935,21550,fig-004852,1
11936,21561,fig-001691,1
11937,21572,fig-001692,1
11938,21573,fig-001693,1
11939,21574,fig-001694,1
11940,21575,fig-003483,1
11941,21575,fig-003484,1
11942,21576,fig-003497,1
11943,21576,fig-003498,1
11944,21580,fig-001695,1
11945,21581,fig-001696,1
11946,21582,fig-001697,1
11947,21583,fig-001698,1
11948,21584,fig-001699,1
11949,21585,fig-001700,1
11950,21586,fig-001701,1
11951,21587,fig-001702,1
11952,21588,fig-001703,1
11953,21589,fig-001704,1
11954,21590,fig-001705,1
11955,21591,fig-001706,1
11956,21592,fig-001707,1
11957,21593,fig-001708,1
11958,21594,fig-001709,1
11959,21595,fig-006442,1
11960,21596,fig-001710,1
11961,21597,fig-001711,1
11962,21598,fig-001712,1
11963,21599,fig-001713,1
11964,21600,fig-001695,1
11965,21600,fig-001696,1
11966,21600,fig-001697,1
11967,21600,fig-001698,1
11968,21600,fig-001699,1
11969,21600,fig-001700,1
11970,21600,fig-001701,1
11971,21600,fig-001702,1
11972,21600,fig-001703,1
11973,21600,fig-001704,1
11974,21600,fig-001705,1
11975,21600,fig-001706,1
11976,21600,fig-001707,1
11977,21600,fig-001708,1
11978,21600,fig-001709,1
11979,21600,fig-001710,1
11980,21600,fig-001711,1
11981,21600,fig-001712,1
11982,21600,fig-001713,1
11983,21600,fig-006442,1
11984,21602,fig-002527,1
11985,21602,fig-004311,1
11986,21602,fig-004312,1
11987,21602,fig-004314,1
11988,21603,fig-005444,1
11989,21603,fig-005445,1
11990,21603,fig-005446,1
11991,21604,fig-005434,1
11992,21604,fig-005441,1
11993,21604,fig-005442,1
11994,21604,fig-005443,1
11995,21648,fig-000456,1
11996,21648,fig-002336,1
11997,21650,fig-005132,1
11998,21650,fig-009383,1
11999,21650,fig-009449,1
12000,21650,fig-009450,1
12001,21650,fig-009451,1
12002,21650,fig-009452,1
12003,21650,fig-009453,1
12004,21650,fig-009454,1
12005,21650,fig-009455,1
12006,21710,fig-003107,1
12007,21710,fig-003108,1
12008,21710,fig-003109,1
12009,21711,fig-001714,1
12010,21712,fig-001715,1
12011,21713,fig-004286,1
12012,21713,fig-004287,1
12013,21714,fig-004284,1
12014,21714,fig-004285,1
12015,21715,fig-004115,1
12016,21715,fig-004282,1
12017,21715,fig-004283,2
12018,21716,fig-003499,1
12019,21716,fig-004093,1
12020,21716,fig-004160,1
12021,21716,fig-004161,1
12022,21717,fig-004027,1
12023,21717,fig-004162,1
12024,21718,fig-004280,1
12025,21718,fig-004281,1
12026,21719,fig-002544,1
12027,21719,fig-004315,1
12028,21719,fig-004316,1
12029,21719,fig-010658,1
12030,21720,fig-004120,2
12031,21720,fig-004519,1
12032,21720,fig-004520,1
12033,21720,fig-004521,1
12034,21721,fig-004501,1
12035,21721,fig-004502,1
12036,21725,fig-005392,1
12037,21725,fig-005393,1
12038,21726,fig-005424,1
12039,21726,fig-005425,1
12040,21727,fig-005422,1
12041,21727,fig-005423,1
12042,21728,fig-005420,1
12043,21728,fig-005421,1
12044,21729,fig-005418,1
12045,21729,fig-005419,1
12046,21731,fig-005416,1
12047,21731,fig-005417,1
12048,21848,fig-001716,1
12049,21862,fig-000840,1
12050,21862,fig-002446,1
12051,21862,fig-002447,1
12052,21862,fig-002448,1
12053,21874,fig-001717,1
12054,21875,fig-010023,1
12055,21875,fig-010024,1
12056,21877,fig-001718,1
12057,21878,fig-002897,1
12058,21879,fig-003154,1
12059,21934,fig-002454,1
12060,21934,fig-002455,1
12061,22011,fig-001719,1
12062,22043,fig-003078,1
12063,22043,fig-003079,1
12064,22047,fig-001720,1
12065,22070,fig-008417,1
12066,22070,fig-008418,1
12067,22070,fig-008419,1
12068,22070,fig-008420,1
12069,22176,fig-001721,1
12070,22313,fig-008066,1
12071,22313,fig-008075,1
12072,22313,fig-008076,1
12073,22313,fig-008077,1
12074,22404,fig-005793,1
12075,22404,fig-005794,1
12076,22404,fig-005795,1
12077,22404,fig-005796,1
12078,22405,fig-001274,1
12079,22405,fig-005784,1
12080,22405,fig-005798,1
12081,22405,fig-005817,1
12082,22405,fig-005818,1
12083,22406,fig-001274,1
12084,22406,fig-005797,1
12085,22406,fig-005799,1
12086,22406,fig-005814,1
12087,22406,fig-005815,1
12088,22406,fig-005816,1
12089,22513,fig-008269,1
12090,22523,fig-007482,1
12091,22545,fig-001722,1
12092,22641,fig-006640,1
12093,22641,fig-006642,1
12094,22641,fig-006644,1
12095,22641,fig-006650,1
12096,22660,fig-000967,1
12097,22660,fig-002440,1
12098,22683,fig-002256,2
12099,22683,fig-002257,1
12100,22687,fig-001723,1
12101,22689,fig-001724,1
12102,22740,fig-001407,4
12103,22741,fig-003755,2
12104,22741,fig-003756,3
12105,22742,fig-002330,2
12106,22742,fig-003728,2
12107,22770,fig-001354,1
12108,22770,fig-001359,1
12109,22770,fig-003472,1
12110,22792,fig-001869,1
12111,22792,fig-006718,1
12112,22793,fig-009755,1
12113,22796,fig-007795,1
12114,22796,fig-007796,1
12115,22796,fig-007797,1
12116,22829,fig-000048,1
12117,22829,fig-009593,1
12118,22829,fig-009594,1
12119,22829,fig-009595,1
12120,22829,fig-009596,1
12121,22833,fig-007553,1
12122,22833,fig-007554,1
12123,22833,fig-007555,1
12124,22834,fig-001726,1
12125,22837,fig-001727,1
12126,22838,fig-007515,1
12127,22839,fig-001728,1
12128,22840,fig-007520,1
12129,22840,fig-007521,1
12130,22840,fig-007522,1
12131,22840,fig-007523,1
12132,22840,fig-007524,1
12133,22840,fig-007525,1
12134,22840,fig-007526,1
12135,22851,fig-005213,1
12136,22851,fig-005543,1
12137,22935,fig-001729,1
12138,23041,fig-002553,1
12139,23041,fig-005966,1
12140,23041,fig-005967,1
12141,23048,fig-001730,1
12142,23049,fig-008271,1
12143,23050,fig-007833,1
12144,23051,fig-000020,1
12145,23052,fig-001732,1
12146,23055,fig-001734,1
12147,23057,fig-001735,1
12148,23059,fig-006015,1
12149,23059,fig-006017,1
12150,23059,fig-006018,1
12151,23078,fig-004329,1
12152,23078,fig-004330,1
12153,23078,fig-004331,1
12154,23078,fig-004332,1
12155,23078,fig-004333,1
12156,23078,fig-004334,1
12157,23078,fig-004335,1
12158,23089,fig-005454,1
12159,23089,fig-005455,1
12160,23089,fig-005456,1
12161,23089,fig-005457,1
12162,23089,fig-005458,1
12163,23118,fig-010029,1
12164,23118,fig-010030,1
12165,23118,fig-010031,1
12166,23118,fig-010032,1
12167,23118,fig-010033,1
12168,23118,fig-010034,1
12169,23118,fig-010035,1
12170,23118,fig-010036,1
12171,23137,fig-001818,1
12172,23137,fig-002060,1
12173,23137,fig-006185,1
12174,23137,fig-006186,1
12175,23137,fig-006187,1
12176,23137,fig-006188,1
12177,23137,fig-006189,1
12178,23137,fig-006190,1
12179,23137,fig-006191,1
12180,23137,fig-006192,1
12181,23159,fig-005430,1
12182,23160,fig-005433,2
12183,23160,fig-005439,1
12184,23160,fig-005440,1
12185,23161,fig-005340,1
12186,23161,fig-005437,1
12187,23161,fig-005438,1
12188,23162,fig-002206,1
12189,23162,fig-005433,1
12190,23162,fig-005434,1
12191,23162,fig-005435,1
12192,23162,fig-005436,1
12193,23163,fig-002566,1
12194,23163,fig-005431,1
12195,23163,fig-005432,1
12196,23163,fig-005433,1
12197,23164,fig-005426,1
12198,23164,fig-005427,1
12199,23164,fig-005428,1
12200,23164,fig-005429,1
12201,23211,fig-001736,1
12202,23214,fig-001737,1
12203,23215,fig-001738,1
12204,23216,fig-001739,1
12205,23217,fig-001740,1
12206,23218,fig-001741,1
12207,23219,fig-001742,1
12208,23220,fig-001743,1
12209,23221,fig-001744,1
12210,23222,fig-001745,1
12211,23223,fig-001746,1
12212,23224,fig-001747,1
12213,23225,fig-001748,1
12214,23226,fig-001749,1
12215,23227,fig-001750,1
12216,23228,fig-001751,1
12217,23229,fig-001752,1
12218,23230,fig-001753,1
12219,23233,fig-004505,1
12220,23233,fig-004506,1
12221,23233,fig-004507,2
12222,23247,fig-001846,1
12223,23247,fig-005973,1
12224,23309,fig-001580,1
12225,23334,fig-005083,1
12226,23334,fig-005321,1
12227,23334,fig-005322,1
12228,23334,fig-005553,1
12229,23334,fig-005554,1
12230,23334,fig-005565,1
12231,23334,fig-006912,1
12232,23334,fig-009476,1
12233,23334,fig-009477,1
12234,23334,fig-009478,1
12235,23334,fig-009479,1
12236,23334,fig-009480,1
12237,23334,fig-009481,1
12238,23334,fig-009482,1
12239,23334,fig-009483,1
12240,23334,fig-009484,1
12241,23334,fig-009485,1
12242,23334,fig-009486,1
12243,23334,fig-009487,1
