,inventory_id,fig_num,quantity
3661,5541,fig-006859,1
3662,5542,fig-005948,1
3663,5542,fig-007169,1
3664,5542,fig-007170,1
3665,5542,fig-007171,1
3666,5542,fig-007172,1
3667,5545,fig-010196,1
3668,5545,fig-010197,1
3669,5545,fig-010198,1
3670,5555,fig-006985,1
3671,5555,fig-006992,1
3672,5555,fig-006993,1
3673,5555,fig-006994,1
3674,5555,fig-006995,1
3675,5556,fig-001428,1
3676,5556,fig-001439,1
3677,5556,fig-003416,1
3678,5556,fig-007018,1
3679,5559,fig-001447,1
3680,5559,fig-001554,1
3681,5559,fig-005050,1
3682,5559,fig-005051,1
3683,5559,fig-005052,1
3684,5560,fig-000790,1
3685,5561,fig-000485,1
3686,5567,fig-000083,1
3687,5572,fig-006626,1
3688,5572,fig-006627,1
3689,5572,fig-006628,1
3690,5572,fig-006629,1
3691,5582,fig-004537,1
3692,5582,fig-004542,1
3693,5582,fig-004544,1
3694,5582,fig-004545,1
3695,5582,fig-004546,1
3696,5582,fig-004548,1
3697,5584,fig-002330,1
3698,5584,fig-003793,1
3699,5584,fig-003798,1
3700,5587,fig-001165,1
3701,5590,fig-000227,1
3702,5596,fig-008616,1
3703,5596,fig-008617,1
3704,5597,fig-001305,1
3705,5601,fig-000145,1
3706,5602,fig-007503,1
3707,5604,fig-000701,1
3708,5607,fig-000674,1
3709,5613,fig-004551,2
3710,5613,fig-004569,1
3711,5613,fig-006561,1
3712,5619,fig-009606,1
3713,5619,fig-009607,1
3714,5630,fig-000292,1
3715,5630,fig-000362,2
3716,5630,fig-001011,1
3717,5630,fig-005288,1
3718,5630,fig-006596,2
3719,5630,fig-006597,1
3720,5630,fig-006598,1
3721,5631,fig-000546,1
3722,5632,fig-000912,1
3723,5633,fig-009641,1
3724,5633,fig-009642,1
3725,5633,fig-009643,1
3726,5633,fig-009644,1
3727,5633,fig-009645,1
3728,5634,fig-008581,1
3729,5634,fig-008646,1
3730,5635,fig-000810,1
3731,5638,fig-000845,1
3732,5640,fig-000427,1
3733,5640,fig-005132,1
3734,5640,fig-007390,1
3735,5646,fig-005673,1
3736,5646,fig-005674,1
3737,5646,fig-005675,1
3738,5647,fig-000026,1
3739,5651,fig-002260,1
3740,5651,fig-002262,1
3741,5651,fig-002263,1
3742,5651,fig-002264,1
3743,5651,fig-002265,1
3744,5651,fig-002266,1
3745,5655,fig-000940,1
3746,5658,fig-001014,1
3747,5660,fig-006553,1
3748,5660,fig-006568,1
3749,5661,fig-004830,2
3750,5661,fig-006707,2
3751,5661,fig-006709,2
3752,5661,fig-006929,2
3753,5661,fig-007425,2
3754,5661,fig-007988,2
3755,5661,fig-011067,2
3756,5661,fig-011068,2
3757,5661,fig-011069,2
3758,5661,fig-011070,2
3759,5661,fig-011071,2
3760,5661,fig-011072,2
3761,5662,fig-001299,1
3762,5665,fig-001497,1
3763,5672,fig-000520,1
3764,5674,fig-003669,1
3765,5677,fig-000393,1
3766,5677,fig-007344,1
3767,5680,fig-004675,1
3768,5681,fig-000030,1
3769,5682,fig-003622,1
3770,5682,fig-003696,1
3771,5684,fig-003004,1
3772,5684,fig-003030,1
3773,5684,fig-003031,1
3774,5691,fig-000452,1
3775,5691,fig-000880,1
3776,5698,fig-000274,1
3777,5698,fig-004396,2
3778,5698,fig-004397,2
3779,5698,fig-009008,3
3780,5698,fig-010647,3
3781,5699,fig-000424,1
3782,5699,fig-008414,1
3783,5700,fig-000319,1
3784,5705,fig-000448,1
3785,5705,fig-003220,1
3786,5705,fig-003221,1
3787,5706,fig-010177,1
3788,5706,fig-010178,1
3789,5706,fig-010179,1
3790,5726,fig-000933,1
3791,5730,fig-008049,1
3792,5730,fig-008231,1
3793,5730,fig-008232,1
3794,5730,fig-008233,1
3795,5730,fig-008234,1
3796,5734,fig-000156,1
3797,5737,fig-004847,1
3798,5738,fig-008039,1
3799,5738,fig-008040,1
3800,5738,fig-008041,1
3801,5738,fig-008042,1
3802,5739,fig-007345,1
3803,5739,fig-007346,1
3804,5741,fig-000396,1
3805,5744,fig-003524,2
3806,5744,fig-003525,1
3807,5744,fig-003526,1
3808,5745,fig-000318,1
3809,5748,fig-000285,1
3810,5748,fig-000733,1
3811,5748,fig-001010,1
3812,5750,fig-002460,1
3813,5750,fig-002461,1
3814,5750,fig-002462,1
3815,5750,fig-002465,1
3816,5751,fig-003309,1
3817,5751,fig-003310,1
3818,5751,fig-003311,1
3819,5754,fig-003967,1
3820,5754,fig-003990,1
3821,5754,fig-003991,1
3822,5756,fig-006414,1
3823,5756,fig-006415,1
3824,5756,fig-006416,1
3825,5756,fig-006417,1
3826,5756,fig-006418,1
3827,5756,fig-006419,1
3828,5757,fig-004692,1
3829,5757,fig-004693,1
3830,5760,fig-006461,1
3831,5760,fig-006462,1
3832,5760,fig-006463,1
3833,5760,fig-006464,1
3834,5760,fig-006465,1
3835,5760,fig-006466,1
3836,5760,fig-006467,1
3837,5760,fig-006468,1
3838,5762,fig-003851,1
3839,5762,fig-003852,1
3840,5762,fig-003853,1
3841,5762,fig-003854,1
3842,5766,fig-004379,1
3843,5766,fig-004381,1
3844,5768,fig-008718,1
3845,5769,fig-004386,1
3846,5769,fig-008201,1
3847,5769,fig-008202,1
3848,5769,fig-008203,2
3849,5781,fig-005676,1
3850,5781,fig-005677,1
3851,5783,fig-000556,1
3852,5784,fig-000695,1
3853,5786,fig-000114,1
3854,5789,fig-001260,1
3855,5795,fig-000720,1
3856,5799,fig-005949,1
3857,5804,fig-000705,1
3858,5804,fig-008586,1
3859,5804,fig-008590,1
3860,5805,fig-001447,1
3861,5806,fig-001769,1
3862,5806,fig-002754,1
3863,5806,fig-002755,1
3864,5806,fig-002756,1
3865,5806,fig-002757,1
3866,5806,fig-002758,1
3867,5806,fig-002759,1
3868,5806,fig-002760,1
3869,5809,fig-000528,1
3870,5821,fig-000745,1
3871,5822,fig-010135,1
3872,5822,fig-010136,1
3873,5822,fig-010137,1
3874,5824,fig-000138,1
3875,5827,fig-000394,1
3876,5834,fig-001238,1
3877,5842,fig-002431,1
3878,5849,fig-001306,1
3879,5850,fig-002968,1
3880,5850,fig-002969,1
3881,5850,fig-002970,1
3882,5850,fig-002971,1
3883,5850,fig-002972,1
3884,5856,fig-010168,1
3885,5856,fig-010169,1
3886,5856,fig-010170,1
3887,5859,fig-000593,1
3888,5862,fig-000236,4
3889,5864,fig-001308,1
3890,5869,fig-003461,1
3891,5869,fig-003462,1
3892,5869,fig-003463,1
3893,5878,fig-004725,1
3894,5878,fig-004726,1
3895,5878,fig-005161,1
3896,5878,fig-005285,1
3897,5878,fig-005524,1
3898,5878,fig-005536,1
3899,5879,fig-001170,1
3900,5879,fig-007213,1
3901,5879,fig-007222,1
3902,5886,fig-010211,1
3903,5886,fig-010212,1
3904,5886,fig-010213,1
3905,5890,fig-003848,1
3906,5890,fig-003849,1
3907,5890,fig-003850,1
3908,5893,fig-000070,1
3909,5893,fig-000406,1
3910,5896,fig-001298,1
3911,5898,fig-009766,1
3912,5898,fig-009767,1
3913,5898,fig-009768,1
3914,5899,fig-001350,1
3915,5901,fig-000748,1
3916,5903,fig-008780,1
3917,5903,fig-010050,1
3918,5903,fig-010051,1
3919,5907,fig-005656,1
3920,5907,fig-005657,1
3921,5910,fig-000416,1
3922,5913,fig-000650,1
3923,5915,fig-001109,1
3924,5920,fig-000303,1
3925,5920,fig-002330,1
3926,5920,fig-003668,1
3927,5920,fig-003729,1
3928,5920,fig-003730,1
3929,5921,fig-001133,1
3930,5922,fig-000088,2
3931,5924,fig-005907,1
3932,5924,fig-005908,1
3933,5924,fig-005909,1
3934,5925,fig-000303,1
3935,5925,fig-003612,1
3936,5925,fig-003724,1
3937,5925,fig-003731,1
3938,5925,fig-003732,1
3939,5925,fig-003739,1
3940,5938,fig-000124,1
3941,5938,fig-003757,1
3942,5938,fig-003758,1
3943,5938,fig-003759,1
3944,5938,fig-003760,1
3945,5938,fig-003761,1
3946,5943,fig-002156,1
3947,5943,fig-002157,1
3948,5944,fig-000069,1
3949,5954,fig-000648,1
3950,5954,fig-006720,1
3951,5954,fig-007115,1
3952,5959,fig-004849,1
3953,5960,fig-000818,1
3954,5963,fig-000415,2
3955,5963,fig-002564,1
3956,5973,fig-000418,1
3957,5976,fig-000657,1
3958,5976,fig-002312,1
3959,5985,fig-000288,1
3960,5987,fig-009366,1
3961,5987,fig-009367,1
3962,5987,fig-009368,1
3963,5995,fig-000359,1
3964,5995,fig-000464,1
3965,5995,fig-002234,1
3966,5997,fig-001407,4
3967,6000,fig-003612,2
3968,6000,fig-003663,1
3969,6000,fig-003665,1
3970,6000,fig-003666,1
3971,6000,fig-003667,1
3972,6000,fig-007679,1
3973,6008,fig-008496,1
3974,6008,fig-008497,1
3975,6014,fig-003511,1
3976,6014,fig-003614,1
3977,6014,fig-003654,1
3978,6023,fig-001177,1
3979,6024,fig-001394,1
3980,6026,fig-003668,2
3981,6026,fig-004002,1
3982,6026,fig-004003,1
3983,6026,fig-004004,1
3984,6026,fig-004005,1
3985,6026,fig-004006,1
3986,6030,fig-001011,1
3987,6032,fig-001437,1
3988,6033,fig-010646,1
3989,6046,fig-000029,1
3990,6058,fig-000821,1
3991,6069,fig-007855,1
3992,6069,fig-007860,1
3993,6069,fig-007864,1
3994,6069,fig-007865,1
3995,6069,fig-007866,1
3996,6069,fig-007867,1
3997,6069,fig-007868,1
3998,6076,fig-000704,1
3999,6081,fig-000342,1
4000,6092,fig-000047,1
4001,6101,fig-007795,1
4002,6101,fig-007796,1
4003,6101,fig-007797,1
4004,6105,fig-000310,1
4005,6106,fig-006808,1
4006,6106,fig-006809,1
4007,6112,fig-007384,1
4008,6112,fig-007387,1
4009,6112,fig-010167,1
4010,6114,fig-008169,1
4011,6114,fig-008170,1
4012,6119,fig-009560,1
4013,6119,fig-009561,1
4014,6121,fig-000370,1
4015,6125,fig-000733,1
4016,6125,fig-001010,1
4017,6125,fig-004388,1
4018,6125,fig-004974,1
4019,6125,fig-005105,1
4020,6131,fig-005666,1
4021,6131,fig-005667,1
4022,6136,fig-007880,1
4023,6136,fig-007881,1
4024,6144,fig-003517,1
4025,6144,fig-003518,1
4026,6146,fig-000124,1
4027,6146,fig-001257,2
4028,6146,fig-001408,1
4029,6146,fig-003785,1
4030,6146,fig-003812,1
4031,6146,fig-003861,1
4032,6146,fig-003865,2
4033,6146,fig-003935,1
4034,6146,fig-003936,1
4035,6146,fig-003937,1
4036,6146,fig-003938,1
4037,6146,fig-003941,1
4038,6146,fig-003942,1
4039,6146,fig-003943,1
4040,6146,fig-003944,1
4041,6148,fig-000746,1
4042,6151,fig-002330,6
4043,6151,fig-003612,1
4044,6151,fig-003798,1
4045,6151,fig-004044,1
4046,6151,fig-004051,1
4047,6151,fig-004052,1
4048,6151,fig-004053,1
4049,6161,fig-000418,1
4050,6164,fig-001230,1
4051,6173,fig-001148,1
4052,6173,fig-008762,1
4053,6174,fig-000173,1
4054,6174,fig-000191,1
4055,6174,fig-002325,1
4056,6174,fig-006760,1
4057,6174,fig-007733,1
4058,6174,fig-007734,1
4059,6174,fig-007735,1
4060,6174,fig-007736,1
4061,6174,fig-007737,1
4062,6175,fig-001953,1
4063,6177,fig-000674,1
4064,6177,fig-000733,1
4065,6177,fig-008582,1
4066,6180,fig-000542,1
4067,6185,fig-001683,1
4068,6185,fig-006477,1
4069,6185,fig-011548,1
4070,6187,fig-002356,1
4071,6187,fig-002357,1
4072,6190,fig-006653,1
4073,6190,fig-006654,1
4074,6199,fig-000844,1
4075,6199,fig-005138,1
4076,6203,fig-000053,1
4077,6208,fig-001314,1
4078,6211,fig-004739,1
4079,6211,fig-004771,1
4080,6211,fig-004772,1
4081,6211,fig-004773,1
4082,6212,fig-000993,1
4083,6212,fig-004835,1
4084,6212,fig-004841,1
4085,6213,fig-009514,1
4086,6213,fig-009515,1
4087,6213,fig-009516,1
4088,6216,fig-004494,2
4089,6216,fig-004513,1
4090,6216,fig-004514,1
4091,6216,fig-004515,1
4092,6216,fig-004516,1
4093,6224,fig-007200,1
4094,6224,fig-007202,1
4095,6229,fig-001010,1
4096,6232,fig-001372,1
4097,6236,fig-001683,1
4098,6236,fig-002118,1
4099,6236,fig-006477,1
4100,6236,fig-006478,1
4101,6236,fig-006484,1
4102,6236,fig-006485,1
4103,6236,fig-006486,1
4104,6236,fig-006487,1
4105,6236,fig-011548,1
4106,6240,fig-001391,1
4107,6242,fig-002524,2
4108,6242,fig-004054,1
4109,6242,fig-004056,1
4110,6242,fig-004057,1
4111,6242,fig-004058,1
4112,6242,fig-010442,1
4113,6243,fig-002423,1
4114,6243,fig-002424,1
4115,6243,fig-002427,1
4116,6243,fig-002428,1
4117,6243,fig-002429,1
4118,6254,fig-000629,1
4119,6257,fig-005053,1
4120,6257,fig-005054,2
4121,6257,fig-005055,1
4122,6259,fig-003509,1
4123,6259,fig-003536,1
4124,6259,fig-003904,1
4125,6259,fig-003905,3
4126,6259,fig-003906,1
4127,6259,fig-003907,1
4128,6259,fig-010435,1
4129,6259,fig-010440,1
4130,6259,fig-010441,1
4131,6264,fig-000468,1
4132,6266,fig-000932,1
4133,6268,fig-002991,1
4134,6268,fig-002997,1
4135,6272,fig-002325,2
4136,6272,fig-007737,1
4137,6272,fig-009527,1
4138,6272,fig-009530,1
4139,6272,fig-009907,1
4140,6272,fig-009927,1
4141,6272,fig-009928,1
4142,6272,fig-009929,1
4143,6272,fig-009930,1
4144,6292,fig-000088,1
4145,6301,fig-012426,1
4146,6301,fig-012427,1
4147,6301,fig-012428,1
4148,6301,fig-012429,1
4149,6303,fig-004836,2
4150,6303,fig-004842,1
4151,6310,fig-000340,1
4152,6312,fig-000163,2
4153,6316,fig-004543,3
4154,6316,fig-006555,1
4155,6316,fig-006560,1
4156,6320,fig-008619,1
4157,6320,fig-008631,1
4158,6320,fig-008632,1
4159,6321,fig-000775,1
4160,6323,fig-000611,1
4161,6325,fig-000111,1
4162,6326,fig-000111,1
4163,6326,fig-002576,1
4164,6332,fig-001458,1
4165,6334,fig-000411,1
4166,6334,fig-005828,1
4167,6334,fig-005845,1
4168,6334,fig-005863,1
4169,6335,fig-004942,1
4170,6335,fig-008847,1
4171,6335,fig-008848,1
4172,6338,fig-006599,1
4173,6338,fig-006600,1
4174,6338,fig-006601,1
4175,6344,fig-000388,1
4176,6346,fig-001419,1
4177,6346,fig-003618,1
4178,6347,fig-003652,1
4179,6347,fig-003653,1
4180,6347,fig-010439,1
4181,6351,fig-010488,1
4182,6352,fig-003414,1
4183,6352,fig-003415,1
4184,6352,fig-003416,1
4185,6354,fig-009249,1
4186,6354,fig-009258,1
4187,6360,fig-000835,1
4188,6362,fig-000300,1
4189,6368,fig-010254,1
4190,6378,fig-000641,1
4191,6381,fig-000289,2
4192,6383,fig-002300,1
4193,6383,fig-002302,1
4194,6386,fig-007792,1
4195,6386,fig-011207,1
4196,6386,fig-011208,1
4197,6388,fig-007303,1
4198,6388,fig-007304,1
4199,6388,fig-007305,1
4200,6390,fig-006551,1
4201,6391,fig-008629,1
4202,6391,fig-008630,1
4203,6392,fig-000339,1
4204,6392,fig-006551,1
4205,6392,fig-007112,1
4206,6392,fig-007114,1
4207,6394,fig-001865,1
4208,6394,fig-002508,1
4209,6395,fig-008204,1
4210,6395,fig-008205,1
4211,6398,fig-000112,1
4212,6399,fig-000840,1
4213,6399,fig-002437,1
4214,6400,fig-000452,1
4215,6402,fig-001550,1
4216,6409,fig-000124,1
4217,6409,fig-002688,1
4218,6409,fig-003817,1
4219,6409,fig-003952,1
4220,6409,fig-003953,1
4221,6414,fig-003173,1
4222,6415,fig-001313,1
4223,6422,fig-001083,1
4224,6428,fig-000044,1
4225,6428,fig-007197,1
4226,6428,fig-007198,1
4227,6428,fig-007199,1
4228,6428,fig-007200,1
4229,6428,fig-007201,1
4230,6428,fig-007202,1
4231,6428,fig-007203,1
4232,6428,fig-007204,1
4233,6428,fig-007205,1
4234,6430,fig-005983,1
4235,6430,fig-006398,1
4236,6430,fig-006399,1
4237,6432,fig-010424,1
4238,6438,fig-008175,1
4239,6441,fig-002118,1
4240,6441,fig-006478,1
4241,6442,fig-000303,1
4242,6442,fig-003733,1
4243,6448,fig-006615,1
4244,6448,fig-006619,2
4245,6451,fig-000303,1
4246,6451,fig-003711,1
4247,6451,fig-003724,1
4248,6455,fig-000839,1
4249,6455,fig-002244,1
4250,6455,fig-002258,1
4251,6455,fig-002259,1
4252,6456,fig-007680,1
4253,6456,fig-007681,1
4254,6458,fig-005763,1
4255,6458,fig-005767,1
4256,6462,fig-005821,1
4257,6462,fig-005822,1
4258,6462,fig-005823,1
4259,6462,fig-005824,1
4260,6462,fig-005825,2
4261,6463,fig-001116,1
4262,6494,fig-006375,1
4263,6496,fig-001223,1
4264,6497,fig-001045,1
4265,6500,fig-000789,1
4266,6503,fig-000198,1
4267,6508,fig-007347,1
4268,6508,fig-007348,1
4269,6509,fig-003612,2
4270,6509,fig-003663,1
4271,6509,fig-003664,1
4272,6509,fig-003665,1
4273,6509,fig-003666,1
4274,6509,fig-003667,2
4275,6511,fig-006290,1
4276,6517,fig-005624,1
4277,6526,fig-002376,1
4278,6526,fig-002377,1
4279,6526,fig-002378,1
4280,6529,fig-005169,1
4281,6529,fig-005174,1
4282,6529,fig-005175,1
4283,6529,fig-005176,1
4284,6529,fig-005177,1
4285,6536,fig-000452,1
4286,6539,fig-002118,1
4287,6539,fig-006477,1
4288,6542,fig-000253,1
4289,6542,fig-004780,1
4290,6542,fig-004786,1
4291,6542,fig-004787,1
4292,6542,fig-004788,1
4293,6543,fig-009641,1
4294,6543,fig-009646,1
4295,6543,fig-009647,1
4296,6547,fig-000507,1
4297,6550,fig-000344,1
4298,6554,fig-001121,1
4299,6561,fig-000980,1
4300,6564,fig-000733,1
4301,6564,fig-005115,1
4302,6567,fig-001485,1
4303,6567,fig-002158,1
4304,6567,fig-002159,1
4305,6567,fig-002160,1
4306,6567,fig-007030,1
4307,6567,fig-010367,1
4308,6567,fig-010368,1
4309,6569,fig-003401,1
4310,6569,fig-003402,1
4311,6571,fig-009680,1
4312,6571,fig-009681,1
4313,6571,fig-009682,1
4314,6571,fig-009683,1
4315,6573,fig-010318,1
4316,6573,fig-010319,1
4317,6574,fig-006961,1
4318,6575,fig-002229,1
4319,6579,fig-000191,2
4320,6579,fig-009963,1
4321,6579,fig-009964,2
4322,6590,fig-004390,1
4323,6592,fig-001254,1
4324,6592,fig-002765,1
4325,6592,fig-002968,1
4326,6592,fig-002973,1
4327,6592,fig-002974,1
4328,6592,fig-002975,1
4329,6597,fig-000359,1
4330,6597,fig-000629,1
4331,6597,fig-002235,1
4332,6598,fig-000333,1
4333,6600,fig-000701,1
4334,6600,fig-000715,1
4335,6600,fig-005780,1
4336,6600,fig-007427,1
4337,6600,fig-007428,1
4338,6610,fig-000058,1
4339,6610,fig-003975,1
4340,6610,fig-003976,2
4341,6611,fig-000954,1
4342,6612,fig-001342,1
4343,6612,fig-006985,1
4344,6619,fig-008374,1
4345,6619,fig-008375,1
4346,6619,fig-008376,1
4347,6619,fig-008377,1
4348,6619,fig-008378,1
4349,6619,fig-008379,1
4350,6619,fig-008380,1
4351,6623,fig-000129,1
4352,6624,fig-000020,2
4353,6624,fig-001127,2
4354,6629,fig-003261,1
4355,6629,fig-003262,1
4356,6629,fig-003271,1
4357,6630,fig-003379,1
4358,6630,fig-003380,1
4359,6631,fig-008163,1
4360,6631,fig-008714,1
4361,6631,fig-008715,1
4362,6631,fig-008716,1
4363,6632,fig-000339,1
4364,6635,fig-000430,1
4365,6635,fig-007113,1
4366,6636,fig-000020,1
4367,6638,fig-002330,2
4368,6638,fig-004024,1
4369,6638,fig-004043,1
4370,6638,fig-004227,1
4371,6638,fig-004228,1
4372,6639,fig-009621,1
4373,6639,fig-009622,1
4374,6646,fig-006408,1
4375,6646,fig-006413,1
4376,6646,fig-006773,1
4377,6646,fig-006774,1
4378,6646,fig-006775,1
4379,6646,fig-006776,1
4380,6646,fig-006777,1
4381,6646,fig-006778,1
4382,6646,fig-006779,1
4383,6646,fig-006780,1
4384,6646,fig-006781,1
4385,6646,fig-006782,1
4386,6650,fig-000018,1
4387,6656,fig-003542,1
4388,6656,fig-003543,2
4389,6656,fig-003673,1
4390,6656,fig-003674,2
4391,6656,fig-003675,4
4392,6663,fig-001218,1
4393,6665,fig-000491,1
4394,6666,fig-000290,1
4395,6666,fig-000292,1
4396,6666,fig-000362,1
4397,6666,fig-001011,1
4398,6666,fig-006596,1
4399,6668,fig-000179,1
4400,6668,fig-002579,1
4401,6669,fig-001503,1
4402,6676,fig-001173,1
4403,6680,fig-000675,1
4404,6689,fig-001002,1
4405,6689,fig-007634,1
4406,6689,fig-007677,1
4407,6690,fig-000465,1
4408,6694,fig-002358,1
4409,6694,fig-002359,1
4410,6696,fig-008364,1
4411,6696,fig-008365,1
4412,6696,fig-008366,1
4413,6696,fig-008367,1
4414,6701,fig-003536,1
4415,6701,fig-003692,1
4416,6701,fig-003693,1
4417,6702,fig-000051,1
4418,6702,fig-000052,1
4419,6702,fig-000175,1
4420,6702,fig-000266,1
4421,6702,fig-000271,1
4422,6702,fig-000827,1
4423,6702,fig-000828,1
4424,6702,fig-000829,1
4425,6702,fig-001076,1
4426,6708,fig-003193,1
4427,6709,fig-006408,1
4428,6709,fig-006770,1
4429,6711,fig-001953,1
4430,6712,fig-000044,1
4431,6716,fig-002229,1
4432,6719,fig-001435,1
4433,6720,fig-002048,1
4434,6720,fig-003735,1
4435,6720,fig-003736,1
4436,6720,fig-003737,1
4437,6720,fig-003738,1
4438,6720,fig-010451,2
4439,6726,fig-000852,1
4440,6735,fig-000034,2
4441,6735,fig-000657,1
4442,6735,fig-002312,1
4443,6742,fig-000208,1
4444,6742,fig-000990,1
4445,6743,fig-002437,1
4446,6749,fig-002508,1
4447,6749,fig-003024,1
4448,6749,fig-003025,1
4449,6749,fig-003026,1
4450,6749,fig-003027,1
4451,6756,fig-001109,1
4452,6761,fig-001490,1
4453,6765,fig-001255,1
4454,6768,fig-004184,1
4455,6768,fig-004185,1
4456,6771,fig-002483,1
4457,6771,fig-006728,1
4458,6774,fig-003481,1
4459,6774,fig-003482,1
4460,6783,fig-003508,1
4461,6783,fig-003612,2
4462,6783,fig-003627,1
4463,6785,fig-000929,1
4464,6787,fig-000225,1
4465,6787,fig-008742,1
4466,6787,fig-008743,1
4467,6789,fig-000124,1
4468,6797,fig-000213,1
4469,6798,fig-005633,1
4470,6798,fig-005643,1
4471,6798,fig-005742,1
4472,6798,fig-005743,1
4473,6805,fig-008619,1
4474,6805,fig-008631,1
4475,6805,fig-008632,1
4476,6811,fig-000034,1
4477,6813,fig-008737,1
4478,6813,fig-008739,2
4479,6814,fig-009312,1
4480,6815,fig-009716,1
4481,6815,fig-009717,1
4482,6824,fig-001091,1
4483,6826,fig-007132,1
4484,6826,fig-007133,1
4485,6830,fig-000966,1
4486,6840,fig-000149,1
4487,6840,fig-001490,1
4488,6840,fig-002995,1
4489,6840,fig-002996,1
4490,6846,fig-000902,1
4491,6847,fig-004854,1
4492,6849,fig-011054,1
4493,6850,fig-001060,1
4494,6851,fig-002250,2
4495,6851,fig-006140,1
4496,6851,fig-006146,1
4497,6851,fig-006147,1
4498,6851,fig-006148,1
4499,6851,fig-006149,1
4500,6851,fig-006150,1
4501,6855,fig-005279,1
4502,6855,fig-005280,1
4503,6855,fig-005281,1
4504,6855,fig-005282,1
4505,6855,fig-005284,1
4506,6859,fig-005190,1
4507,6859,fig-005888,1
4508,6859,fig-005889,1
4509,6859,fig-005890,1
4510,6859,fig-005891,1
4511,6859,fig-005892,1
4512,6861,fig-000215,1
4513,6862,fig-007023,1
4514,6862,fig-007024,1
4515,6862,fig-007025,1
4516,6862,fig-007026,1
4517,6862,fig-007027,1
4518,6865,fig-001490,1
4519,6869,fig-001169,1
4520,6870,fig-006481,3
4521,6870,fig-006483,1
4522,6880,fig-001030,1
4523,6883,fig-005630,1
4524,6884,fig-000030,1
4525,6885,fig-003642,2
4526,6885,fig-003655,1
4527,6886,fig-000459,1
4528,6888,fig-009587,1
4529,6888,fig-009588,1
4530,6897,fig-002229,2
4531,6897,fig-005192,1
4532,6897,fig-005194,1
4533,6897,fig-005249,1
4534,6897,fig-005251,2
4535,6897,fig-005253,1
4536,6897,fig-005255,1
4537,6900,fig-001043,1
4538,6901,fig-000460,1
4539,6901,fig-001415,1
4540,6901,fig-004581,1
4541,6901,fig-004590,1
4542,6902,fig-006839,1
4543,6902,fig-006840,1
4544,6908,fig-000693,1
4545,6910,fig-010486,1
4546,6911,fig-000657,1
4547,6911,fig-005773,1
4548,6912,fig-000034,1
4549,6917,fig-000327,1
4550,6917,fig-000484,1
4551,6917,fig-000631,1
4552,6917,fig-001108,1
4553,6917,fig-002236,2
4554,6917,fig-002237,1
4555,6917,fig-002239,1
4556,6917,fig-002240,1
4557,6923,fig-001120,1
4558,6923,fig-001479,1
4559,6923,fig-007487,1
4560,6923,fig-007488,1
4561,6923,fig-007489,1
4562,6923,fig-007490,1
4563,6923,fig-007491,1
4564,6934,fig-000160,1
4565,6951,fig-001151,1
4566,6953,fig-000373,1
4567,6953,fig-006908,1
4568,6953,fig-006910,1
4569,6956,fig-002315,1
4570,6956,fig-002316,1
4571,6956,fig-002317,1
4572,6956,fig-002318,1
4573,6956,fig-002319,1
4574,6956,fig-002320,1
4575,6956,fig-002321,1
4576,6956,fig-002322,1
4577,6957,fig-000435,1
4578,6958,fig-003370,1
4579,6958,fig-003413,1
4580,6970,fig-000976,1
4581,6974,fig-000715,1
4582,6975,fig-000140,1
4583,6975,fig-001878,1
4584,6975,fig-009634,1
4585,6975,fig-009636,1
4586,6975,fig-009637,1
4587,6981,fig-004230,1
4588,6981,fig-004231,1
4589,6981,fig-004232,1
4590,6981,fig-004233,1
4591,6984,fig-000419,1
4592,6984,fig-001051,1
4593,6985,fig-000393,1
4594,6994,fig-000422,1
4595,6995,fig-008609,1
4596,6995,fig-008836,1
4597,6996,fig-001953,1
4598,6996,fig-005044,1
4599,6996,fig-005045,1
4600,6996,fig-005046,1
4601,7001,fig-000210,1
4602,7005,fig-004967,1
4603,7005,fig-006458,1
4604,7006,fig-000627,1
4605,7010,fig-010042,1
4606,7010,fig-010043,1
4607,7010,fig-010044,1
4608,7011,fig-005776,1
4609,7011,fig-009258,2
4610,7011,fig-009389,1
4611,7013,fig-008051,1
4612,7013,fig-008052,1
4613,7014,fig-000359,1
4614,7014,fig-000376,1
4615,7017,fig-006639,1
4616,7017,fig-006640,1
4617,7017,fig-006641,1
4618,7018,fig-000058,1
4619,7018,fig-003978,1
4620,7018,fig-003979,1
4621,7029,fig-001478,1
4622,7031,fig-000127,1
4623,7034,fig-009755,1
4624,7035,fig-000787,1
4625,7035,fig-000817,1
4626,7035,fig-006716,1
4627,7035,fig-006717,1
4628,7037,fig-007236,1
4629,7037,fig-007237,1
4630,7038,fig-000358,1
4631,7039,fig-000319,1
4632,7040,fig-008272,1
4633,7040,fig-009276,1
4634,7040,fig-009277,1
4635,7040,fig-009278,1
4636,7040,fig-009279,1
4637,7041,fig-000134,1
4638,7042,fig-001161,1
4639,7042,fig-004385,1
4640,7045,fig-000783,1
4641,7047,fig-009025,2
4642,7050,fig-000460,1
4643,7050,fig-001372,1
4644,7050,fig-004581,1
4645,7054,fig-006630,1
4646,7054,fig-006631,1
4647,7057,fig-000737,1
4648,7061,fig-000673,1
4649,7063,fig-005878,1
4650,7063,fig-005879,1
4651,7064,fig-000342,1
4652,7067,fig-006793,1
4653,7067,fig-006794,1
4654,7068,fig-000096,1
4655,7075,fig-007149,1
4656,7075,fig-007150,1
4657,7081,fig-000838,1
4658,7081,fig-005162,1
